Anpassung,Effizienz,Mobilität,Energie,Alter,Umgebung,Kategorie
1.66,2.0,2.0,66.77,343,WÜSTE,population
1.66,2.0,2.0,122.94,204,TUNDRA,population
1.538,1.461,2.0,78.2,37,OZEAN,population
2.0,1.461,2.0,32.68,7,VULKAN,population
2.0,1.6,1.254,179.0,188,GEBIRGE,population
1.834,2.0,2.0,200.0,59,WALD,population
1.834,2.0,2.0,44.98,7,VULKAN,population
1.106,2.0,1.383,35.0,49,TUNDRA,population
1.106,2.0,1.383,199.35,89,OZEAN,population
1.106,2.0,1.383,66.88,6,WÜSTE,population
0.851,2.0,0.933,200.0,118,OZEAN,population
0.851,2.0,0.933,82.85,39,GEBIRGE,population
0.676,2.0,1.849,97.95,17,TUNDRA,population
0.676,2.0,1.335,38.0,10,WÜSTE,population
1.296,1.935,1.129,60.98,7,WÜSTE,population
1.717,1.935,0.883,200.0,324,GRASLAND,population
1.296,1.935,0.883,200.0,100,WALD,population
0.851,2.0,1.717,48.4,6,VULKAN,population
2.0,1.935,0.773,200.0,589,WALD,population
2.0,2.0,1.721,200.0,417,SUMPF,population
2.0,1.496,1.512,168.22,86,OZEAN,population
2.0,2.0,1.512,200.0,290,WALD,population
1.9,1.625,1.512,200.0,173,GRASLAND,population
0.733,2.0,1.618,118.13,56,WALD,population
0.733,1.533,2.0,90.54,1,VULKAN,population
1.012,2.0,0.57,200.0,1399,GEBIRGE,population
0.98,1.535,1.644,5.39,10,VULKAN,population
0.681,2.0,1.644,125.6,24,WÜSTE,population
1.416,2.0,1.288,200.0,169,SUMPF,population
1.857,2.0,1.288,94.83,16,TUNDRA,population
1.19,2.0,1.354,200.0,438,SUMPF,population
2.0,2.0,2.0,200.0,660,SUMPF,population
1.301,1.931,1.747,200.0,113,GRASLAND,population
1.366,1.288,0.512,200.0,765,WALD,population
2.0,2.0,2.0,41.69,32,WÜSTE,population
1.625,2.0,2.0,0.47,12,VULKAN,population
2.0,2.0,2.0,59.91,22,WÜSTE,population
2.0,2.0,2.0,200.0,466,GEBIRGE,population
0.513,1.859,1.787,200.0,243,OZEAN,population
0.513,2.0,1.447,13.2,14,WÜSTE,population
0.513,2.0,2.0,200.0,128,GRASLAND,population
0.554,1.894,1.544,200.0,564,GEBIRGE,population
0.5,1.876,2.0,200.0,78,WALD,population
0.5,2.0,2.0,200.0,13,GRASLAND,population
0.917,2.0,2.0,200.0,624,GRASLAND,population
0.672,2.0,1.248,141.0,57,OZEAN,population
0.5,2.0,1.212,200.0,823,GEBIRGE,population
0.672,2.0,0.938,200.0,110,GRASLAND,population
0.681,2.0,2.0,191.31,378,TUNDRA,population
0.611,2.0,1.927,200.0,618,GEBIRGE,population
1.628,2.0,2.0,200.0,186,GRASLAND,population
1.598,2.0,2.0,157.98,204,WÜSTE,population
1.538,1.167,2.0,58.75,4,VULKAN,population
1.66,2.0,2.0,79.52,251,WÜSTE,population
1.834,2.0,2.0,21.4,10,VULKAN,population
2.0,1.6,1.941,200.0,204,WALD,population
1.834,1.646,2.0,200.0,20,SUMPF,population
1.457,1.765,2.0,200.0,393,GEBIRGE,population
1.106,2.0,1.383,200.0,345,OZEAN,population
0.774,1.325,0.78,200.0,658,SUMPF,population
1.162,2.0,0.887,200.0,154,GEBIRGE,population
0.851,2.0,0.887,200.0,185,WALD,population
0.906,2.0,1.024,200.0,293,SUMPF,population
0.676,2.0,1.335,107.43,108,OZEAN,population
1.027,1.953,1.335,200.0,175,SUMPF,population
1.511,1.274,0.599,200.0,454,OZEAN,population
1.296,2.0,1.097,72.11,43,TUNDRA,population
1.3,1.935,0.883,200.0,215,SUMPF,population
1.472,2.0,0.858,38.67,791,WÜSTE,population
2.0,1.496,1.512,200.0,31,WALD,population
0.978,2.0,2.0,200.0,233,GEBIRGE,population
2.0,2.0,1.512,7.4,12,VULKAN,population
0.74,2.0,1.876,98.24,16,TUNDRA,population
0.884,2.0,2.0,100.0,0,GEBIRGE,population
1.664,2.0,1.721,200.0,611,WALD,population
1.504,2.0,1.721,200.0,618,GEBIRGE,population
1.218,2.0,1.57,200.0,177,SUMPF,population
1.416,2.0,1.374,33.92,231,VULKAN,population
1.416,2.0,1.288,59.35,34,TUNDRA,population
1.301,2.0,1.883,200.0,179,SUMPF,population
1.301,1.633,1.883,101.43,10,GEBIRGE,population
1.301,1.931,1.837,200.0,263,SUMPF,population
1.861,2.0,2.0,200.0,612,WALD,population
1.301,2.0,1.16,90.98,110,GEBIRGE,population
1.301,2.0,1.16,14.0,10,VULKAN,population
2.0,2.0,2.0,200.0,31,WALD,population
2.0,2.0,1.446,98.21,63,GEBIRGE,population
1.037,2.0,1.828,88.2,663,VULKAN,population
0.643,1.859,1.281,200.0,206,OZEAN,population
0.513,2.0,2.0,98.21,21,TUNDRA,population
0.513,2.0,2.0,182.4,80,GRASLAND,population
0.513,2.0,2.0,92.15,92,TUNDRA,population
0.5,1.876,2.0,200.0,30,OZEAN,population
0.53,2.0,1.84,200.0,577,GRASLAND,population
0.804,1.545,1.84,93.78,604,WÜSTE,population
0.672,2.0,0.938,200.0,205,GEBIRGE,population
0.628,2.0,1.031,200.0,497,WALD,population
0.522,2.0,2.0,200.0,265,WALD,population
0.681,2.0,2.0,74.43,318,TUNDRA,population
1.924,2.0,2.0,3.81,45,WÜSTE,population
2.0,2.0,2.0,200.0,11,SUMPF,population
1.598,2.0,2.0,200.0,187,OZEAN,population
1.385,2.0,1.139,200.0,650,OZEAN,population
2.0,1.673,1.941,88.25,209,WÜSTE,population
1.945,2.0,1.521,200.0,181,GEBIRGE,population
2.0,2.0,1.537,47.91,151,WÜSTE,population
2.0,1.6,1.594,141.0,235,TUNDRA,population
0.691,1.568,0.595,200.0,1658,OZEAN,population
1.273,1.6,1.594,200.0,225,WALD,population
1.162,2.0,0.887,200.0,54,SUMPF,population
0.851,2.0,0.887,200.0,182,SUMPF,population
0.851,2.0,0.887,189.23,155,GEBIRGE,population
0.999,2.0,1.024,200.0,396,OZEAN,population
0.676,2.0,1.188,182.11,80,GEBIRGE,population
0.575,2.0,1.335,50.4,8,WÜSTE,population
1.027,1.953,1.335,200.0,66,SUMPF,population
0.861,1.838,0.709,200.0,412,GRASLAND,population
0.928,2.0,0.709,200.0,697,SUMPF,population
2.0,1.496,1.512,52.29,5,VULKAN,population
0.67,2.0,1.944,200.0,1204,SUMPF,population
2.0,2.0,1.721,172.46,41,OZEAN,population
1.896,2.0,1.721,84.36,2,VULKAN,population
2.0,2.0,1.512,7.87,193,WÜSTE,population
0.888,2.0,1.282,200.0,876,OZEAN,population
1.717,2.0,1.478,200.0,197,WALD,population
0.888,2.0,1.38,200.0,1122,GEBIRGE,population
0.732,2.0,1.776,200.0,747,WALD,population
1.185,2.0,1.944,200.0,779,OZEAN,population
1.223,1.96,2.0,82.66,2,VULKAN,population
1.301,2.0,1.975,116.86,161,WÜSTE,population
0.998,2.0,1.288,14.48,31,WÜSTE,population
1.301,2.0,1.883,105.55,107,SUMPF,population
1.301,1.532,1.95,83.18,5,TUNDRA,population
1.411,1.288,0.764,200.0,807,OZEAN,population
2.0,2.0,2.0,32.42,9,VULKAN,population
1.517,2.0,1.241,200.0,629,SUMPF,population
1.788,2.0,2.0,2.38,36,WÜSTE,population
2.0,2.0,1.446,100.0,0,VULKAN,population
1.037,2.0,1.587,5.27,508,TUNDRA,population
0.628,2.0,1.828,200.0,611,GRASLAND,population
0.505,2.0,2.0,82.8,2,VULKAN,population
0.5,2.0,2.0,98.54,17,TUNDRA,population
0.832,2.0,2.0,200.0,802,SUMPF,population
0.53,2.0,1.84,200.0,397,SUMPF,population
0.53,2.0,1.84,200.0,511,GEBIRGE,population
0.952,2.0,1.907,194.9,1212,TUNDRA,population
0.98,1.813,1.907,200.0,1140,SUMPF,population
0.5,2.0,2.0,200.0,514,GEBIRGE,population
1.097,1.773,1.0,200.0,1668,GRASLAND,population
1.924,2.0,2.0,200.0,87,SUMPF,population
1.924,2.0,1.4,200.0,26,SUMPF,population
0.558,2.0,1.283,200.0,1600,SUMPF,population
1.588,2.0,1.539,200.0,946,SUMPF,population
1.945,2.0,2.0,200.0,65,OZEAN,population
1.763,2.0,1.521,30.6,184,TUNDRA,population
1.945,2.0,1.298,69.12,110,TUNDRA,population
2.0,1.85,2.0,2.47,36,WÜSTE,population
2.0,1.815,1.941,74.56,3,VULKAN,population
1.162,1.663,0.887,35.55,7,VULKAN,population
1.162,1.443,0.887,30.92,14,TUNDRA,population
1.162,2.0,0.887,80.55,29,GEBIRGE,population
1.162,2.0,0.924,70.67,5,WÜSTE,population
0.851,2.0,0.887,178.87,68,SUMPF,population
1.027,2.0,1.024,200.0,335,SUMPF,population
0.882,2.0,1.188,200.0,54,SUMPF,population
0.62,1.816,0.709,200.0,636,OZEAN,population
0.861,1.838,0.709,200.0,435,SUMPF,population
1.005,2.0,0.709,200.0,559,GRASLAND,population
2.0,2.0,1.721,200.0,216,GRASLAND,population
2.0,2.0,1.721,200.0,155,WALD,population
1.675,2.0,2.0,200.0,521,GRASLAND,population
2.0,2.0,1.456,200.0,163,SUMPF,population
2.0,2.0,1.992,69.13,149,TUNDRA,population
1.431,2.0,1.478,200.0,163,WALD,population
1.504,2.0,1.721,200.0,604,GEBIRGE,population
1.431,2.0,1.478,200.0,139,OZEAN,population
0.811,1.904,1.354,32.48,458,TUNDRA,population
1.223,1.446,2.0,128.87,22,OZEAN,population
1.279,2.0,1.552,41.6,12,WÜSTE,population
0.84,2.0,1.308,200.0,591,GEBIRGE,population
1.05,1.8,2.0,200.0,370,WALD,population
1.05,1.133,1.732,68.79,3,VULKAN,population
1.05,1.133,2.0,58.38,4,VULKAN,population
1.308,1.931,2.0,200.0,241,GEBIRGE,population
1.517,2.0,1.241,200.0,688,SUMPF,population
2.0,2.0,2.0,200.0,81,SUMPF,population
2.0,2.0,1.613,99.82,13,TUNDRA,population
1.037,2.0,1.27,200.0,561,GEBIRGE,population
1.534,2.0,1.822,200.0,33,WALD,population
1.534,2.0,1.831,200.0,117,OZEAN,population
0.5,2.0,2.0,200.0,791,GEBIRGE,population
0.513,2.0,2.0,22.6,9,VULKAN,population
0.804,1.545,1.84,183.05,448,OZEAN,population
0.53,1.42,1.605,200.0,291,WALD,population
0.53,2.0,1.84,200.0,335,WALD,population
1.053,1.396,1.295,200.0,1942,SUMPF,population
0.909,2.0,2.0,181.13,697,TUNDRA,population
1.707,2.0,0.8,200.0,1723,WALD,population
1.924,2.0,2.0,150.0,64,GRASLAND,population
0.5,2.0,1.24,200.0,477,OZEAN,population
1.924,2.0,2.0,23.05,36,WÜSTE,population
1.598,1.806,2.0,200.0,189,GEBIRGE,population
2.0,1.673,1.941,200.0,152,GEBIRGE,population
2.0,2.0,2.0,52.6,20,TUNDRA,population
2.0,2.0,2.0,32.42,9,VULKAN,population
2.0,1.673,1.941,165.22,111,SUMPF,population
2.0,1.673,1.941,95.77,2,TUNDRA,population
2.0,1.587,1.941,195.35,107,WALD,population
1.086,2.0,1.872,42.51,276,TUNDRA,population
1.457,1.765,2.0,54.6,328,WÜSTE,population
1.207,1.765,1.529,200.0,196,OZEAN,population
0.717,2.0,0.887,5.4,11,VULKAN,population
0.847,2.0,0.887,200.0,19,SUMPF,population
1.048,2.0,1.2,0.47,17,WÜSTE,population
1.027,2.0,1.335,200.0,245,WALD,population
0.577,1.943,0.976,200.0,1479,GEBIRGE,population
1.15,2.0,1.335,25.88,182,TUNDRA,population
1.48,1.125,2.0,199.58,52,WALD,population
1.78,1.125,2.0,37.43,6,VULKAN,population
2.0,2.0,1.721,57.82,190,TUNDRA,population
2.0,2.0,1.721,173.67,42,GEBIRGE,population
2.0,2.0,2.0,200.0,164,GRASLAND,population
2.0,2.0,1.721,54.19,173,TUNDRA,population
2.0,2.0,1.512,161.42,408,VULKAN,population
1.431,1.611,1.478,200.0,134,WALD,population
1.431,2.0,1.478,133.99,56,GEBIRGE,population
1.001,1.271,1.968,200.0,202,GRASLAND,population
1.001,1.446,2.0,184.72,119,WALD,population
1.634,1.188,1.547,200.0,1487,OZEAN,population
0.849,1.8,2.0,200.0,255,GRASLAND,population
1.05,1.133,1.732,171.35,49,GRASLAND,population
1.05,1.133,1.732,120.08,109,GRASLAND,population
1.05,1.133,1.732,79.19,2,VULKAN,population
1.119,2.0,0.867,200.0,325,OZEAN,population
2.0,2.0,2.0,74.54,58,GEBIRGE,population
2.0,2.0,2.0,200.0,28,WALD,population
2.0,2.0,2.0,56.27,24,WÜSTE,population
1.534,2.0,2.0,148.52,5,OZEAN,population
2.0,2.0,1.822,71.0,15,GEBIRGE,population
1.48,2.0,1.822,98.21,28,TUNDRA,population
1.534,2.0,1.831,200.0,234,OZEAN,population
1.411,2.0,2.0,98.37,65,TUNDRA,population
0.521,2.0,2.0,200.0,634,SUMPF,population
0.98,2.0,1.907,200.0,1510,OZEAN,population
0.832,2.0,2.0,200.0,797,WALD,population
1.797,2.0,0.858,200.0,1343,OZEAN,population
0.72,2.0,0.799,200.0,167,OZEAN,population
0.72,2.0,0.799,200.0,265,GRASLAND,population
1.397,2.0,2.0,100.0,0,VULKAN,population
1.797,2.0,0.858,200.0,1374,OZEAN,population
1.924,2.0,2.0,171.99,57,OZEAN,population
1.598,1.806,1.553,200.0,172,OZEAN,population
1.443,1.806,1.553,175.14,169,GEBIRGE,population
1.588,2.0,1.539,171.89,1054,TUNDRA,population
2.0,2.0,2.0,32.42,9,VULKAN,population
2.0,2.0,1.801,84.69,276,TUNDRA,population
0.663,1.562,0.983,200.0,629,GRASLAND,population
1.086,2.0,1.176,200.0,229,OZEAN,population
2.0,1.587,1.941,25.4,27,SUMPF,population
1.086,2.0,1.872,191.4,374,VULKAN,population
1.207,1.745,1.529,91.72,79,OZEAN,population
0.837,2.0,1.024,200.0,198,GEBIRGE,population
0.837,2.0,1.024,200.0,312,OZEAN,population
1.826,2.0,2.0,52.74,6,VULKAN,population
2.0,1.846,1.807,46.57,61,TUNDRA,population
1.784,1.846,2.0,200.0,57,WALD,population
0.861,1.838,0.786,200.0,360,GEBIRGE,population
0.923,2.0,1.954,200.0,1410,OZEAN,population
0.861,1.838,0.786,200.0,367,OZEAN,population
1.699,2.0,2.0,59.28,5,VULKAN,population
1.675,2.0,2.0,200.0,320,OZEAN,population
1.675,2.0,2.0,200.0,385,SUMPF,population
2.0,2.0,1.721,59.67,162,TUNDRA,population
1.431,1.521,1.198,98.87,2,GEBIRGE,population
1.431,2.0,1.478,56.15,10,WÜSTE,population
1.374,2.0,1.968,200.0,409,GEBIRGE,population
1.368,1.446,1.648,62.63,9,TUNDRA,population
0.72,1.446,2.0,76.26,3,WÜSTE,population
1.05,1.512,2.0,61.16,11,TUNDRA,population
1.05,1.133,1.732,151.12,93,WALD,population
0.832,1.395,1.055,200.0,52,WALD,population
1.48,1.884,0.744,200.0,1250,OZEAN,population
1.119,2.0,0.867,200.0,216,GEBIRGE,population
2.0,2.0,2.0,62.45,5,VULKAN,population
2.0,2.0,1.82,1.73,13,VULKAN,population
1.517,2.0,1.051,200.0,210,GRASLAND,population
2.0,2.0,2.0,154.95,326,VULKAN,population
2.0,2.0,1.822,39.53,8,VULKAN,population
2.0,2.0,1.822,84.88,2,VULKAN,population
2.0,2.0,2.0,200.0,183,GRASLAND,population
0.71,2.0,1.828,200.0,1146,WALD,population
2.0,2.0,1.955,100.0,0,SUMPF,population
0.53,2.0,1.368,196.8,229,WÜSTE,population
0.72,2.0,0.509,31.8,11,WÜSTE,population
0.72,2.0,0.509,200.0,58,GRASLAND,population
0.72,2.0,0.994,200.0,367,WALD,population
2.0,1.563,1.032,200.0,493,GEBIRGE,population
1.309,1.895,0.944,200.0,1812,OZEAN,population
1.459,2.0,2.0,200.0,33,GEBIRGE,population
1.924,2.0,1.577,84.33,2,VULKAN,population
2.0,1.301,1.811,93.62,1,WÜSTE,population
2.0,1.301,1.811,50.12,5,VULKAN,population
1.131,2.0,1.083,200.0,493,SUMPF,population
1.562,1.404,0.616,200.0,1463,WALD,population
0.708,2.0,0.864,200.0,859,GRASLAND,population
0.928,1.562,1.12,200.0,545,WALD,population
1.086,2.0,1.176,200.0,138,GEBIRGE,population
1.54,2.0,0.5,200.0,1558,GRASLAND,population
1.086,2.0,1.176,94.81,9,TUNDRA,population
0.796,1.745,1.681,63.18,43,OZEAN,population
0.835,1.745,1.529,63.79,4,VULKAN,population
1.027,1.485,1.335,36.59,215,WÜSTE,population
1.285,1.846,2.0,200.0,365,WALD,population
1.784,1.846,2.0,164.64,96,GRASLAND,population
1.784,1.846,2.0,38.68,7,VULKAN,population
1.784,1.846,2.0,200.0,76,GRASLAND,population
1.784,1.846,1.719,29.21,8,VULKAN,population
0.5,2.0,0.916,200.0,686,SUMPF,population
1.343,2.0,1.173,200.0,11,GRASLAND,population
1.675,2.0,2.0,64.88,369,TUNDRA,population
1.332,1.977,2.0,200.0,231,SUMPF,population
1.675,1.979,2.0,200.0,374,SUMPF,population
1.332,1.869,1.956,88.43,13,TUNDRA,population
1.431,1.611,1.076,29.39,32,VULKAN,population
1.38,1.636,2.0,14.13,13,WÜSTE,population
1.38,1.636,1.968,200.0,126,SUMPF,population
0.846,1.763,1.07,200.0,782,WALD,population
0.832,1.133,0.643,77.91,32,OZEAN,population
0.832,1.133,1.055,121.35,60,GRASLAND,population
1.05,0.69,1.732,88.76,1,WÜSTE,population
1.05,1.133,1.732,199.79,180,OZEAN,population
0.931,2.0,0.867,200.0,176,GEBIRGE,population
1.517,2.0,1.22,200.0,414,GRASLAND,population
1.517,2.0,1.051,200.0,182,WALD,population
1.517,2.0,1.144,200.0,399,GEBIRGE,population
1.517,2.0,1.051,200.0,165,SUMPF,population
2.0,2.0,2.0,200.0,177,GEBIRGE,population
0.652,2.0,1.587,200.0,419,WALD,population
2.0,1.966,1.955,18.98,40,WÜSTE,population
2.0,2.0,1.955,120.32,72,SUMPF,population
0.53,2.0,1.837,200.0,223,OZEAN,population
0.841,1.566,1.42,200.0,1238,TUNDRA,population
0.691,2.0,1.517,200.0,503,GEBIRGE,population
0.909,2.0,2.0,164.45,735,TUNDRA,population
0.909,1.926,1.517,200.0,705,SUMPF,population
0.962,2.0,0.509,58.57,54,OZEAN,population
0.571,2.0,0.994,200.0,365,GEBIRGE,population
0.5,2.0,2.0,158.82,779,TUNDRA,population
2.0,2.0,1.404,200.0,474,WALD,population
2.0,2.0,1.801,200.0,167,SUMPF,population
2.0,2.0,1.801,73.15,152,TUNDRA,population
2.0,1.301,1.811,157.02,105,WALD,population
1.294,2.0,1.874,200.0,646,GRASLAND,population
1.086,1.846,1.941,93.69,555,TUNDRA,population
2.0,2.0,0.54,200.0,1471,WALD,population
1.086,2.0,1.176,44.06,97,TUNDRA,population
1.321,1.783,0.597,200.0,1256,GRASLAND,population
1.086,2.0,1.176,85.56,35,OZEAN,population
1.159,2.0,2.0,200.0,212,WALD,population
0.796,1.745,1.87,96.37,2,TUNDRA,population
1.049,1.745,1.681,107.45,10,OZEAN,population
1.791,1.309,2.0,60.18,4,VULKAN,population
1.784,1.846,2.0,186.67,36,OZEAN,population
1.566,1.38,2.0,90.21,1,VULKAN,population
1.784,1.846,2.0,52.67,13,WÜSTE,population
1.001,1.838,0.925,200.0,222,GEBIRGE,population
1.784,2.0,2.0,28.31,9,VULKAN,population
1.343,2.0,1.173,157.85,44,WALD,population
1.001,2.0,0.925,200.0,147,WALD,population
1.675,2.0,2.0,161.76,487,WÜSTE,population
1.332,1.977,2.0,200.0,149,SUMPF,population
1.332,1.869,1.956,200.0,128,WALD,population
0.888,2.0,1.944,185.77,917,TUNDRA,population
1.332,1.869,1.506,26.13,14,WÜSTE,population
1.334,1.825,1.01,200.0,1774,GRASLAND,population
0.888,2.0,1.392,200.0,855,GRASLAND,population
1.332,1.979,1.237,200.0,238,GEBIRGE,population
0.832,1.133,1.061,89.6,1,VULKAN,population
1.113,1.133,1.732,80.4,75,OZEAN,population
0.832,1.133,1.047,85.11,3,GEBIRGE,population
0.931,2.0,0.668,95.35,4,TUNDRA,population
2.0,2.0,0.944,37.8,380,WÜSTE,population
1.517,2.0,1.144,200.0,436,OZEAN,population
1.517,2.0,0.672,75.43,5,WÜSTE,population
1.465,2.0,1.051,34.76,96,TUNDRA,population
1.517,2.0,1.051,132.89,92,OZEAN,population
1.517,1.27,1.051,23.25,9,WÜSTE,population
0.792,2.0,1.587,11.5,389,TUNDRA,population
2.0,2.0,1.955,76.18,13,WÜSTE,population
1.897,2.0,1.955,200.0,21,OZEAN,population
2.0,2.0,1.955,84.96,2,VULKAN,population
0.909,1.926,1.517,194.27,616,VULKAN,population
0.5,1.221,0.786,100.0,0,WALD,population
0.691,2.0,1.517,200.0,485,GEBIRGE,population
1.243,2.0,0.509,39.72,10,WÜSTE,population
0.962,1.84,0.509,200.0,12,GRASLAND,population
0.962,2.0,0.509,100.0,0,WÜSTE,population
2.0,1.563,0.81,200.0,466,GEBIRGE,population
2.0,2.0,1.801,200.0,238,GRASLAND,population
2.0,2.0,1.801,130.48,262,WÜSTE,population
2.0,2.0,1.801,57.77,106,TUNDRA,population
2.0,1.605,1.811,25.32,28,TUNDRA,population
2.0,1.817,1.207,193.72,80,SUMPF,population
1.726,1.733,0.5,200.0,1335,SUMPF,population
1.626,1.693,0.588,200.0,796,GRASLAND,population
1.54,2.0,0.562,200.0,1570,SUMPF,population
1.086,1.207,1.176,100.0,0,VULKAN,population
1.159,2.0,2.0,200.0,166,WALD,population
1.193,2.0,1.176,48.4,6,VULKAN,population
1.049,1.745,1.681,94.89,7,SUMPF,population
1.159,2.0,2.0,144.36,339,WÜSTE,population
2.0,1.846,2.0,81.72,21,TUNDRA,population
1.169,1.826,1.234,200.0,29,WALD,population
1.169,1.826,2.0,178.96,120,SUMPF,population
1.083,2.0,1.835,88.59,33,GEBIRGE,population
1.083,2.0,1.197,59.64,7,WÜSTE,population
1.343,2.0,1.173,90.02,2,WÜSTE,population
1.001,2.0,0.925,200.0,171,GEBIRGE,population
1.001,2.0,0.925,200.0,136,SUMPF,population
1.001,2.0,0.778,87.6,2,WÜSTE,population
0.931,2.0,1.776,200.0,891,GRASLAND,population
1.332,1.869,1.506,100.0,0,VULKAN,population
1.332,1.869,1.506,150.0,102,WALD,population
0.853,2.0,1.308,144.23,1089,TUNDRA,population
1.332,2.0,1.869,14.0,10,VULKAN,population
0.646,2.0,1.676,200.0,500,GEBIRGE,population
1.05,1.256,1.732,200.0,33,GRASLAND,population
0.901,2.0,1.914,200.0,718,GEBIRGE,population
1.031,2.0,0.938,48.4,6,VULKAN,population
1.466,2.0,0.971,200.0,410,GRASLAND,population
0.931,1.589,1.031,71.04,8,TUNDRA,population
0.931,1.549,1.031,101.06,79,WALD,population
0.931,1.549,1.031,96.06,1,TUNDRA,population
1.517,2.0,1.051,200.0,98,GRASLAND,population
1.517,2.0,1.051,74.2,3,VULKAN,population
1.515,1.866,1.051,57.73,8,WÜSTE,population
1.517,1.837,0.687,53.08,8,WÜSTE,population
1.514,1.697,1.144,200.0,296,GRASLAND,population
1.514,1.826,1.144,200.0,180,OZEAN,population
1.897,2.0,1.876,100.52,9,TUNDRA,population
0.672,2.0,1.069,200.0,359,WALD,population
0.672,2.0,1.069,200.0,366,OZEAN,population
0.5,2.0,0.786,200.0,124,SUMPF,population
0.5,2.0,0.786,101.84,107,OZEAN,population
0.827,2.0,1.256,200.0,225,GEBIRGE,population
0.5,2.0,1.082,36.65,60,TUNDRA,population
0.72,2.0,0.994,200.0,299,SUMPF,population
1.242,2.0,0.627,61.72,6,VULKAN,population
1.195,2.0,0.5,200.0,1928,GRASLAND,population
1.222,1.648,0.5,200.0,920,OZEAN,population
2.0,2.0,1.514,84.57,2,VULKAN,population
2.0,2.0,1.218,63.31,16,WÜSTE,population
2.0,1.817,1.207,83.02,5,WÜSTE,population
1.321,1.733,0.5,200.0,1346,GEBIRGE,population
0.683,2.0,1.207,200.0,387,GEBIRGE,population
0.971,2.0,2.0,182.86,35,SUMPF,population
1.03,2.0,2.0,57.0,5,VULKAN,population
1.159,2.0,2.0,75.42,38,OZEAN,population
1.049,1.745,1.687,86.08,2,WÜSTE,population
1.16,2.0,2.0,159.55,171,WÜSTE,population
1.159,2.0,2.0,2.2,165,VULKAN,population
1.169,1.826,1.234,37.67,7,VULKAN,population
1.169,1.826,1.234,70.43,18,TUNDRA,population
1.041,1.509,2.0,125.88,61,SUMPF,population
1.169,1.826,2.0,167.02,4,WALD,population
1.228,2.0,1.173,83.89,3,WÜSTE,population
1.522,2.0,1.753,164.83,348,VULKAN,population
1.001,2.0,0.755,2.32,94,TUNDRA,population
1.096,2.0,0.751,44.2,9,WÜSTE,population
1.001,2.0,0.778,187.22,105,WALD,population
0.853,2.0,0.831,200.0,1063,OZEAN,population
1.332,1.977,2.0,200.0,115,WALD,population
0.5,2.0,1.955,200.0,498,GEBIRGE,population
1.332,1.869,1.869,194.62,86,GRASLAND,population
1.124,1.869,1.869,200.0,34,SUMPF,population
1.332,1.979,1.237,200.0,147,SUMPF,population
1.48,1.884,0.71,200.0,1490,WALD,population
1.031,2.0,1.945,99.31,9,TUNDRA,population
1.031,2.0,1.391,117.52,21,OZEAN,population
0.931,2.0,1.031,200.0,49,GRASLAND,population
1.539,2.0,2.0,79.71,217,TUNDRA,population
0.931,1.491,1.031,80.89,2,VULKAN,population
1.513,0.987,0.75,200.0,1160,SUMPF,population
1.26,2.0,2.0,91.4,1,VULKAN,population
1.517,2.0,1.051,10.25,20,WÜSTE,population
1.517,2.0,0.687,200.0,57,WALD,population
1.517,2.0,0.506,200.0,32,GRASLAND,population
2.0,2.0,0.506,200.0,7,GRASLAND,population
1.514,2.0,1.144,164.87,338,WÜSTE,population
0.5,2.0,2.0,200.0,986,SUMPF,population
0.652,1.877,1.587,180.36,358,TUNDRA,population
0.51,1.618,1.41,200.0,1285,SUMPF,population
0.5,1.53,0.693,123.68,2,WALD,population
0.5,2.0,0.664,200.0,73,SUMPF,population
0.5,2.0,0.786,31.2,8,VULKAN,population
0.978,2.0,1.652,96.37,51,TUNDRA,population
0.8,2.0,0.664,65.6,4,VULKAN,population
0.962,2.0,0.509,47.02,14,SUMPF,population
1.336,1.806,0.5,200.0,502,GRASLAND,population
2.0,2.0,1.514,182.4,99,GRASLAND,population
1.222,1.921,0.5,200.0,809,OZEAN,population
2.0,2.0,1.801,200.0,350,SUMPF,population
0.683,2.0,1.073,158.36,155,GEBIRGE,population
0.5,2.0,1.073,109.99,86,GEBIRGE,population
0.971,2.0,2.0,57.0,5,VULKAN,population
0.971,1.801,1.805,35.13,10,WÜSTE,population
1.159,2.0,2.0,200.0,59,SUMPF,population
1.159,2.0,2.0,74.2,3,VULKAN,population
1.159,2.0,1.684,39.8,7,VULKAN,population
1.784,1.846,2.0,139.36,162,SUMPF,population
2.0,2.0,1.005,200.0,606,WALD,population
1.404,1.646,1.376,200.0,197,WALD,population
1.041,1.509,2.0,4.85,10,VULKAN,population
1.169,1.917,2.0,71.93,63,TUNDRA,population
1.522,1.435,1.47,200.0,205,OZEAN,population
1.522,1.559,1.091,200.0,149,GRASLAND,population
2.0,2.0,1.091,53.68,19,WÜSTE,population
1.001,1.728,0.888,36.41,7,VULKAN,population
1.001,2.0,0.778,191.86,84,OZEAN,population
0.894,2.0,1.296,200.0,745,GRASLAND,population
1.12,2.0,1.837,36.88,626,TUNDRA,population
0.811,2.0,1.693,174.81,733,TUNDRA,population
0.811,2.0,1.296,200.0,747,GEBIRGE,population
1.332,1.869,1.312,73.52,3,VULKAN,population
1.639,2.0,1.968,200.0,511,WALD,population
1.114,1.549,2.0,200.0,987,SUMPF,population
1.135,2.0,1.568,200.0,1920,SUMPF,population
1.074,2.0,0.971,200.0,494,SUMPF,population
