Anpassung,Effizienz,Mobilität,Energie,Alter,Umgebung,Kategorie
0.846,1.614,1.748,200.0,806,OZEAN,population
1.146,1.803,0.71,200.0,1572,GEBIRGE,population
1.48,2.0,0.71,200.0,1687,GRASLAND,population
2.0,2.0,0.944,46.0,360,TUNDRA,population
1.26,2.0,2.0,166.2,79,GRASLAND,population
1.44,2.0,2.0,200.0,379,GEBIRGE,population
1.517,2.0,0.687,200.0,39,GRASLAND,population
1.116,1.203,1.143,200.0,182,WALD,population
1.7,2.0,0.687,57.0,5,VULKAN,population
1.32,1.891,1.139,200.0,575,SUMPF,population
0.675,1.728,2.0,50.31,26,TUNDRA,population
0.565,2.0,2.0,107.69,618,OZEAN,population
0.5,2.0,2.0,188.05,694,GEBIRGE,population
0.5,2.0,1.069,200.0,249,GEBIRGE,population
0.672,2.0,1.069,200.0,314,GEBIRGE,population
0.5,2.0,0.5,0.8,16,WÜSTE,population
0.5,2.0,0.664,147.42,30,OZEAN,population
0.596,2.0,0.664,80.5,12,OZEAN,population
0.734,2.0,0.994,70.18,145,VULKAN,population
0.827,2.0,1.292,165.6,138,VULKAN,population
2.0,2.0,1.514,68.53,17,WÜSTE,population
0.813,2.0,1.37,200.0,230,OZEAN,population
2.0,2.0,0.914,200.0,14,SUMPF,population
0.902,2.0,1.419,200.0,411,WALD,population
0.902,1.955,1.419,43.83,486,VULKAN,population
0.683,2.0,1.073,200.0,247,OZEAN,population
0.5,2.0,1.073,200.0,100,OZEAN,population
2.0,2.0,0.641,200.0,970,WALD,population
1.159,2.0,1.939,200.0,378,GEBIRGE,population
0.976,1.992,0.552,200.0,720,OZEAN,population
1.321,2.0,0.616,200.0,1011,WALD,population
1.382,2.0,1.376,200.0,307,WALD,population
2.0,2.0,1.005,200.0,499,GRASLAND,population
1.336,1.646,1.376,200.0,158,WALD,population
1.404,1.646,1.376,99.79,100,GEBIRGE,population
1.336,1.646,1.376,100.0,0,VULKAN,population
1.285,1.846,2.0,134.39,453,TUNDRA,population
1.824,2.0,1.091,200.0,109,GRASLAND,population
1.522,1.435,1.091,200.0,262,WALD,population
0.784,2.0,1.27,200.0,287,SUMPF,population
0.608,2.0,0.842,87.08,13,TUNDRA,population
0.767,2.0,1.27,200.0,274,SUMPF,population
1.029,2.0,1.994,200.0,1170,OZEAN,population
0.923,2.0,1.693,200.0,608,GEBIRGE,population
0.767,1.179,1.14,73.4,3,WÜSTE,population
0.711,1.949,0.964,200.0,234,WALD,population
0.985,2.0,1.361,200.0,489,WALD,population
0.864,1.949,1.23,200.0,251,GRASLAND,population
1.354,1.85,1.397,200.0,434,SUMPF,population
1.074,2.0,0.971,200.0,456,OZEAN,population
0.856,2.0,1.109,200.0,1139,OZEAN,population
1.26,2.0,2.0,200.0,195,SUMPF,population
1.26,1.583,1.812,25.85,10,WÜSTE,population
1.44,2.0,1.837,200.0,588,GEBIRGE,population
1.26,2.0,2.0,200.0,125,WALD,population
1.517,2.0,0.782,39.8,7,VULKAN,population
1.26,1.51,2.0,46.11,7,WÜSTE,population
1.257,1.943,0.665,200.0,984,SUMPF,population
0.675,1.954,2.0,69.93,42,SUMPF,population
1.333,1.51,1.508,0.12,112,GEBIRGE,population
0.565,2.0,2.0,200.0,483,WALD,population
1.216,1.783,1.144,173.01,163,WÜSTE,population
0.652,1.283,1.587,33.48,340,VULKAN,population
0.5,2.0,2.0,37.15,458,WÜSTE,population
1.137,1.748,1.517,200.0,475,SUMPF,population
0.72,2.0,0.848,72.65,97,GEBIRGE,population
0.5,2.0,0.664,75.2,4,WÜSTE,population
0.596,2.0,0.664,25.6,9,VULKAN,population
0.72,2.0,0.994,53.8,172,VULKAN,population
0.5,2.0,1.752,200.0,144,SUMPF,population
1.236,1.735,0.791,63.95,630,VULKAN,population
0.892,1.735,0.533,200.0,413,OZEAN,population
0.514,2.0,1.073,34.24,91,TUNDRA,population
0.514,2.0,1.073,200.0,142,SUMPF,population
0.526,2.0,1.073,58.83,57,TUNDRA,population
0.5,2.0,1.073,200.0,152,GRASLAND,population
2.0,2.0,1.22,200.0,497,GRASLAND,population
2.0,2.0,1.22,200.0,378,GEBIRGE,population
1.512,1.783,0.662,200.0,970,SUMPF,population
1.382,2.0,1.199,31.2,8,VULKAN,population
1.382,2.0,1.53,150.8,119,GRASLAND,population
1.382,2.0,1.545,57.0,5,VULKAN,population
1.965,2.0,1.376,113.11,376,VULKAN,population
1.336,1.646,1.376,150.0,49,WALD,population
1.404,2.0,1.376,200.0,196,OZEAN,population
0.937,2.0,2.0,200.0,364,WALD,population
1.285,2.0,2.0,85.71,349,TUNDRA,population
1.824,2.0,1.091,66.01,4,VULKAN,population
2.0,2.0,2.0,48.77,330,SUMPF,population
0.543,1.59,0.608,34.55,7,VULKAN,population
0.767,1.528,1.27,200.0,131,GRASLAND,population
1.123,1.774,1.693,200.0,647,GEBIRGE,population
0.767,2.0,1.27,200.0,105,GEBIRGE,population
0.767,1.386,1.14,165.98,79,WALD,population
0.767,1.386,1.14,11.98,9,VULKAN,population
0.767,1.386,0.968,66.74,15,OZEAN,population
0.711,1.949,1.23,200.0,330,OZEAN,population
0.985,2.0,1.885,56.58,455,TUNDRA,population
0.624,2.0,1.007,100.0,0,VULKAN,population
0.805,2.0,1.007,95.47,20,OZEAN,population
0.805,1.78,1.007,46.07,6,VULKAN,population
1.26,2.0,2.0,200.0,125,SUMPF,population
1.364,2.0,1.74,167.69,771,TUNDRA,population
1.15,1.921,0.732,200.0,1272,WALD,population
1.35,2.0,2.0,83.23,337,TUNDRA,population
1.26,1.51,2.0,176.45,90,SUMPF,population
0.752,2.0,1.144,200.0,42,SUMPF,population
0.675,1.954,2.0,47.93,6,VULKAN,population
1.488,1.943,0.744,200.0,932,GEBIRGE,population
0.719,1.954,2.0,82.64,2,VULKAN,population
0.936,1.954,2.0,200.0,157,SUMPF,population
1.303,2.0,2.0,98.91,28,TUNDRA,population
0.565,2.0,2.0,144.57,549,GEBIRGE,population
0.827,2.0,1.009,200.0,155,WALD,population
0.72,2.0,0.848,25.6,12,WÜSTE,population
1.137,2.0,1.517,200.0,407,GEBIRGE,population
0.538,2.0,1.479,170.78,26,OZEAN,population
0.961,2.0,0.721,200.0,152,OZEAN,population
0.813,2.0,2.0,200.0,277,GEBIRGE,population
0.631,1.372,1.293,200.0,309,OZEAN,population
0.5,2.0,2.0,94.52,64,TUNDRA,population
0.514,2.0,1.073,56.6,7,WÜSTE,population
0.514,2.0,1.073,200.0,52,WALD,population
0.514,2.0,1.092,164.8,4,GRASLAND,population
0.708,2.0,1.073,57.0,5,VULKAN,population
2.0,1.729,1.542,26.03,21,WÜSTE,population
2.0,1.428,1.542,200.0,27,OZEAN,population
1.428,2.0,1.776,200.0,1474,SUMPF,population
1.292,1.992,0.552,200.0,761,WALD,population
1.382,2.0,1.53,22.6,9,VULKAN,population
1.382,2.0,1.442,59.82,160,TUNDRA,population
1.382,2.0,1.53,14.0,10,VULKAN,population
1.772,1.921,1.005,200.0,497,OZEAN,population
1.336,1.646,1.376,7.61,10,VULKAN,population
1.588,1.236,1.64,100.0,0,WÜSTE,population
0.99,1.516,1.724,200.0,1638,WALD,population
2.0,2.0,1.202,21.43,34,WÜSTE,population
0.543,1.59,0.608,25.57,10,WÜSTE,population
0.543,1.59,0.608,86.33,62,SUMPF,population
0.784,2.0,1.27,174.2,233,VULKAN,population
0.767,2.0,1.27,96.77,133,GEBIRGE,population
0.767,2.0,1.27,200.0,180,OZEAN,population
0.767,2.0,1.27,198.6,99,GRASLAND,population
0.767,2.0,1.27,200.0,264,WALD,population
1.114,1.549,2.0,200.0,810,SUMPF,population
1.093,1.549,2.0,200.0,736,OZEAN,population
0.845,1.949,1.23,200.0,243,OZEAN,population
0.778,1.949,1.653,6.73,179,TUNDRA,population
0.805,2.0,0.88,69.8,168,WÜSTE,population
0.805,2.0,1.231,25.6,12,WÜSTE,population
0.805,2.0,0.88,200.0,119,OZEAN,population
1.26,2.0,2.0,182.4,32,GRASLAND,population
1.26,2.0,2.0,82.8,2,VULKAN,population
1.146,1.471,0.71,200.0,965,GRASLAND,population
1.26,1.51,2.0,155.66,42,SUMPF,population
1.26,1.51,2.0,47.13,15,TUNDRA,population
0.752,2.0,1.144,65.87,54,TUNDRA,population
0.581,2.0,1.539,14.0,10,VULKAN,population
1.078,2.0,1.511,200.0,593,GEBIRGE,population
1.303,1.954,2.0,46.45,11,WÜSTE,population
1.303,1.954,2.0,200.0,64,GRASLAND,population
1.303,1.954,2.0,41.58,12,WÜSTE,population
0.565,2.0,1.612,200.0,160,WALD,population
0.782,2.0,2.0,19.88,398,WÜSTE,population
0.565,2.0,1.211,24.74,139,TUNDRA,population
0.744,2.0,1.479,132.45,18,GEBIRGE,population
0.72,2.0,1.239,166.55,95,OZEAN,population
1.137,2.0,1.424,92.09,371,WÜSTE,population
1.269,2.0,0.657,200.0,1408,WALD,population
0.631,1.765,1.293,200.0,214,GRASLAND,population
1.188,2.0,0.657,200.0,1348,SUMPF,population
0.892,1.514,0.533,200.0,230,WALD,population
0.514,2.0,1.073,60.26,55,TUNDRA,population
0.589,2.0,1.073,41.0,10,WÜSTE,population
0.514,2.0,1.073,119.0,89,WÜSTE,population
2.0,2.0,1.22,200.0,430,SUMPF,population
1.648,1.992,0.616,200.0,934,GEBIRGE,population
2.0,1.906,1.414,200.0,44,SUMPF,population
1.965,1.906,1.414,200.0,114,OZEAN,population
1.965,1.906,1.414,178.11,15,SUMPF,population
1.677,1.468,1.376,46.4,240,VULKAN,population
1.404,2.0,1.376,63.74,115,TUNDRA,population
1.941,2.0,1.376,5.4,41,WÜSTE,population
0.868,2.0,1.439,200.0,371,GEBIRGE,population
0.648,1.939,1.348,13.33,107,TUNDRA,population
1.588,2.0,1.64,116.2,33,GRASLAND,population
1.588,2.0,1.64,184.38,9,SUMPF,population
0.543,2.0,0.965,200.0,132,GRASLAND,population
0.58,1.431,1.27,36.3,8,WÜSTE,population
0.58,2.0,1.27,59.24,111,GEBIRGE,population
0.5,2.0,1.27,74.2,3,VULKAN,population
0.767,2.0,1.242,200.0,31,OZEAN,population
0.767,1.615,1.27,77.92,3,WÜSTE,population
0.767,2.0,1.704,79.78,43,GEBIRGE,population
0.767,2.0,1.704,81.8,3,WÜSTE,population
0.711,1.912,1.193,200.0,449,GRASLAND,population
0.711,2.0,1.666,125.84,483,WÜSTE,population
0.845,1.949,1.23,200.0,167,SUMPF,population
0.868,2.0,1.418,91.4,1,VULKAN,population
0.845,2.0,1.418,48.4,6,VULKAN,population
0.776,2.0,1.109,200.0,935,WALD,population
1.469,2.0,1.265,200.0,308,OZEAN,population
1.744,1.471,0.71,41.44,769,TUNDRA,population
1.26,1.51,2.0,83.82,31,OZEAN,population
1.35,2.0,1.74,200.0,394,WALD,population
1.36,1.51,2.0,17.33,11,WÜSTE,population
0.752,2.0,1.144,86.59,128,GEBIRGE,population
2.0,2.0,1.956,200.0,304,GEBIRGE,population
0.897,2.0,1.511,200.0,422,GEBIRGE,population
1.078,2.0,1.094,200.0,560,OZEAN,population
1.443,2.0,2.0,198.69,306,TUNDRA,population
1.229,2.0,1.915,200.0,1342,SUMPF,population
0.727,2.0,1.612,200.0,154,GRASLAND,population
0.5,2.0,1.612,39.8,7,VULKAN,population
0.727,1.222,1.101,47.06,125,OZEAN,population
0.72,2.0,0.927,66.68,65,GEBIRGE,population
0.565,1.685,1.612,99.12,101,OZEAN,population
0.758,2.0,1.239,57.0,5,VULKAN,population
1.069,2.0,1.424,200.0,218,GRASLAND,population
1.29,2.0,1.825,96.45,40,TUNDRA,population
0.631,1.765,1.293,200.0,195,GRASLAND,population
0.748,1.765,1.534,21.35,43,TUNDRA,population
0.729,1.765,1.534,0.84,11,VULKAN,population
0.892,1.735,0.533,200.0,436,GRASLAND,population
0.5,1.595,1.374,28.65,13,TUNDRA,population
1.918,1.652,0.999,112.65,198,TUNDRA,population
1.292,1.992,0.552,200.0,579,OZEAN,population
1.965,1.906,1.414,200.0,207,GEBIRGE,population
2.0,2.0,1.414,22.08,10,VULKAN,population
1.276,1.468,1.376,200.0,146,WALD,population
1.965,1.906,1.414,107.31,3,WALD,population
1.404,1.847,1.376,20.2,9,VULKAN,population
1.467,1.158,1.622,200.0,128,GRASLAND,population
1.303,2.0,1.376,16.33,17,WÜSTE,population
0.648,1.939,1.348,200.0,201,WALD,population
2.0,2.0,1.64,92.36,1,VULKAN,population
1.588,2.0,1.64,59.61,11,WÜSTE,population
2.0,1.933,1.82,120.99,973,VULKAN,population
0.784,2.0,1.27,82.8,2,VULKAN,population
0.784,2.0,1.654,79.66,118,TUNDRA,population
0.784,2.0,1.27,200.0,133,GRASLAND,population
0.5,2.0,2.0,200.0,595,OZEAN,population
0.917,2.0,2.0,197.75,1928,TUNDRA,population
0.711,2.0,1.473,200.0,398,OZEAN,population
1.405,1.549,1.843,200.0,606,SUMPF,population
0.845,1.949,1.23,200.0,112,WALD,population
0.845,1.485,1.23,148.99,18,OZEAN,population
0.845,2.0,1.163,200.0,144,GRASLAND,population
2.0,1.738,2.0,200.0,341,GEBIRGE,population
0.845,2.0,1.418,116.2,98,GRASLAND,population
1.077,2.0,1.109,200.0,819,OZEAN,population
0.845,2.0,1.418,109.85,25,WALD,population
0.873,1.51,2.0,52.95,24,GEBIRGE,population
1.26,1.51,2.0,42.93,6,VULKAN,population
1.26,1.51,1.224,196.77,34,OZEAN,population
1.493,1.093,0.533,200.0,1206,OZEAN,population
1.55,2.0,0.707,200.0,1155,GRASLAND,population
1.26,1.51,2.0,150.0,58,WALD,population
1.078,2.0,1.511,200.0,481,SUMPF,population
1.443,2.0,2.0,94.84,255,TUNDRA,population
0.519,1.813,1.475,200.0,288,WALD,population
0.5,1.899,1.669,200.0,424,WALD,population
0.5,2.0,1.612,195.36,124,OZEAN,population
0.727,1.222,1.101,200.0,132,WALD,population
0.565,2.0,1.612,200.0,128,WALD,population
0.72,2.0,0.927,39.8,7,VULKAN,population
0.827,2.0,0.977,23.27,101,TUNDRA,population
1.312,2.0,1.825,72.26,6,WÜSTE,population
1.312,2.0,1.825,200.0,94,WALD,population
0.642,2.0,0.657,200.0,1202,OZEAN,population
0.631,1.765,1.293,58.12,148,GEBIRGE,population
0.748,1.765,1.534,99.51,103,WALD,population
0.748,2.0,1.534,100.0,0,WÜSTE,population
0.892,1.442,0.703,200.0,329,SUMPF,population
0.514,2.0,1.471,3.95,52,WÜSTE,population
0.5,2.0,1.6,5.4,11,VULKAN,population
0.514,2.0,1.279,148.41,56,SUMPF,population
1.918,1.652,1.219,73.15,203,TUNDRA,population
1.965,2.0,1.317,7.46,224,TUNDRA,population
1.276,1.468,1.376,19.91,34,WÜSTE,population
1.493,1.992,0.667,200.0,687,GEBIRGE,population
1.655,1.906,1.467,100.0,0,OZEAN,population
1.404,2.0,1.376,182.8,126,VULKAN,population
0.648,1.939,1.348,128.4,156,GEBIRGE,population
0.509,1.965,2.0,5.46,15,WÜSTE,population
0.648,2.0,1.348,40.05,149,TUNDRA,population
0.56,2.0,1.396,200.0,282,GRASLAND,population
0.56,2.0,1.396,200.0,190,SUMPF,population
0.621,2.0,1.396,200.0,386,OZEAN,population
0.784,2.0,1.27,186.43,67,WALD,population
0.784,2.0,1.27,90.14,74,GEBIRGE,population
0.784,2.0,1.27,56.13,89,TUNDRA,population
0.711,2.0,1.473,4.43,303,TUNDRA,population
1.49,1.866,2.0,200.0,1492,GRASLAND,population
0.711,1.981,1.655,200.0,392,SUMPF,population
1.03,1.949,1.549,29.36,12,WÜSTE,population
1.506,2.0,1.865,200.0,1399,SUMPF,population
0.845,1.949,1.23,34.93,141,VULKAN,population
0.845,2.0,1.418,22.6,9,VULKAN,population
1.358,1.974,2.0,180.98,402,TUNDRA,population
0.845,2.0,1.418,100.0,0,TUNDRA,population
1.456,1.471,0.71,200.0,903,SUMPF,population
1.469,2.0,1.265,182.8,202,VULKAN,population
1.456,1.471,0.71,39.46,832,TUNDRA,population
1.201,2.0,2.0,175.99,1139,TUNDRA,population
1.278,1.093,0.533,200.0,1181,OZEAN,population
2.0,2.0,1.956,200.0,228,SUMPF,population
2.0,2.0,1.956,95.57,265,WÜSTE,population
1.588,1.51,2.0,100.0,0,VULKAN,population
1.229,1.263,1.942,200.0,1055,GRASLAND,population
0.519,1.813,1.189,62.78,287,GEBIRGE,population
0.5,2.0,1.612,150.0,108,WALD,population
0.5,2.0,1.612,200.0,89,GEBIRGE,population
0.719,1.899,1.669,89.01,552,TUNDRA,population
0.854,1.899,1.52,200.0,332,SUMPF,population
0.507,2.0,1.612,7.0,15,WÜSTE,population
0.565,1.616,2.0,33.76,9,WÜSTE,population
1.312,2.0,1.825,99.31,8,TUNDRA,population
1.312,2.0,2.0,198.6,68,GRASLAND,population
1.29,2.0,1.424,200.0,132,GRASLAND,population
1.309,2.0,0.51,200.0,681,GEBIRGE,population
0.748,1.895,1.534,29.75,8,VULKAN,population
1.001,1.765,0.939,58.63,6,WÜSTE,population
1.29,2.0,1.772,81.63,42,TUNDRA,population
1.797,1.83,0.956,35.94,35,TUNDRA,population
1.73,1.992,0.552,200.0,565,GRASLAND,population
0.5,2.0,1.279,25.6,12,WÜSTE,population
1.681,1.924,1.048,200.0,170,WALD,population
2.0,2.0,1.428,33.01,32,WÜSTE,population
1.932,2.0,0.79,200.0,283,GEBIRGE,population
1.932,2.0,0.79,200.0,270,GEBIRGE,population
1.493,2.0,0.79,200.0,248,GEBIRGE,population
1.841,1.556,0.932,200.0,642,OZEAN,population
2.0,2.0,1.486,200.0,916,WALD,population
0.509,1.939,2.0,179.18,118,SUMPF,population
0.509,1.939,2.0,10.69,14,WÜSTE,population
0.509,1.939,2.0,200.0,38,SUMPF,population
0.729,2.0,1.835,200.0,481,GEBIRGE,population
0.784,2.0,1.27,22.6,9,VULKAN,population
0.717,2.0,1.27,82.8,2,VULKAN,population
0.784,2.0,1.631,200.0,240,OZEAN,population
0.798,2.0,1.195,103.06,28,OZEAN,population
0.798,2.0,1.195,93.8,1,WÜSTE,population
0.711,1.981,1.295,200.0,310,OZEAN,population
0.711,1.981,1.193,200.0,400,GEBIRGE,population
0.612,1.981,1.655,200.0,330,SUMPF,population
0.811,1.981,1.655,200.0,156,OZEAN,population
0.811,1.981,1.655,48.8,202,TUNDRA,population
0.921,2.0,1.421,71.98,57,TUNDRA,population
2.0,1.981,2.0,200.0,166,WALD,population
0.933,2.0,1.389,200.0,804,GEBIRGE,population
1.469,2.0,1.265,106.79,110,GEBIRGE,population
0.934,2.0,1.705,200.0,168,GRASLAND,population
1.019,2.0,1.109,200.0,529,GEBIRGE,population
1.467,1.537,1.109,200.0,628,SUMPF,population
1.019,2.0,1.109,200.0,436,SUMPF,population
1.019,2.0,0.851,200.0,381,WALD,population
2.0,2.0,1.956,200.0,216,GRASLAND,population
1.983,2.0,0.5,200.0,927,GRASLAND,population
1.983,2.0,0.554,200.0,904,GEBIRGE,population
0.519,1.813,1.189,200.0,386,OZEAN,population
0.5,2.0,1.907,100.0,0,WÜSTE,population
0.5,2.0,1.836,0.8,16,WÜSTE,population
0.5,1.899,2.0,200.0,365,OZEAN,population
1.598,1.994,0.58,200.0,1223,WALD,population
1.229,1.263,1.942,200.0,1011,WALD,population
0.854,1.321,1.52,200.0,282,GRASLAND,population
1.137,2.0,1.424,94.25,307,VULKAN,population
0.5,1.895,0.657,200.0,1085,GEBIRGE,population
1.312,2.0,2.0,86.28,3,WÜSTE,population
1.29,2.0,1.539,200.0,93,WALD,population
1.29,2.0,1.539,200.0,86,WALD,population
1.252,2.0,1.539,20.63,16,WÜSTE,population
1.286,1.625,0.684,200.0,476,OZEAN,population
1.286,1.992,0.537,200.0,298,SUMPF,population
0.611,1.564,2.0,81.19,2,VULKAN,population
1.681,1.83,1.048,200.0,172,GRASLAND,population
1.266,2.0,1.02,15.47,1879,WÜSTE,population
2.0,2.0,1.413,200.0,73,WALD,population
2.0,2.0,1.413,94.79,34,TUNDRA,population
2.0,2.0,1.413,200.0,23,WALD,population
1.841,1.422,0.659,200.0,754,GRASLAND,population
1.841,2.0,0.932,200.0,757,GEBIRGE,population
0.509,1.939,2.0,200.0,125,GRASLAND,population
0.509,1.644,2.0,12.76,12,WÜSTE,population
0.509,1.939,2.0,100.76,61,GEBIRGE,population
0.509,1.939,2.0,112.48,15,GEBIRGE,population
0.99,1.069,1.253,200.0,1435,GRASLAND,population
0.729,2.0,1.835,200.0,378,OZEAN,population
0.641,2.0,1.27,200.0,33,GRASLAND,population
0.641,2.0,1.188,50.4,8,WÜSTE,population
0.565,1.94,2.0,27.89,165,WÜSTE,population
0.798,2.0,1.195,22.6,9,VULKAN,population
0.711,1.981,1.295,28.44,132,TUNDRA,population
1.003,1.981,1.9,165.44,64,OZEAN,population
1.003,1.981,1.9,198.03,115,GRASLAND,population
1.003,2.0,1.68,107.22,3,GEBIRGE,population
1.899,1.502,1.843,178.21,538,WÜSTE,population
0.534,2.0,1.636,91.4,1,VULKAN,population
0.686,2.0,1.283,93.8,1,WÜSTE,population
1.469,2.0,1.291,82.37,4,WÜSTE,population
1.469,1.284,1.265,39.9,6,VULKAN,population
1.469,2.0,1.265,195.25,10,WALD,population
1.502,1.518,1.591,200.0,1775,GRASLAND,population
1.019,2.0,1.109,200.0,463,WALD,population
1.2,2.0,1.538,200.0,136,OZEAN,population
1.014,1.382,0.651,200.0,1914,OZEAN,population
2.0,2.0,1.956,71.74,181,TUNDRA,population
1.078,2.0,1.511,141.87,675,TUNDRA,population
0.987,1.34,1.115,58.61,5,WÜSTE,population
1.636,2.0,0.5,200.0,191,GEBIRGE,population
0.585,2.0,1.805,65.6,4,VULKAN,population
0.585,2.0,1.805,120.01,25,OZEAN,population
0.669,2.0,1.805,111.44,7,GEBIRGE,population
0.987,2.0,0.993,193.61,357,TUNDRA,population
1.158,1.071,0.5,200.0,1857,GRASLAND,population
1.203,1.691,0.578,200.0,1936,GEBIRGE,population
1.46,1.895,1.08,200.0,1451,SUMPF,population
0.5,1.895,0.59,200.0,973,WALD,population
0.519,1.747,0.913,200.0,1452,OZEAN,population
0.848,2.0,2.0,200.0,382,GEBIRGE,population
1.29,2.0,1.539,88.29,51,TUNDRA,population
0.716,2.0,1.991,67.41,401,TUNDRA,population
1.349,1.476,0.67,200.0,658,WALD,population
0.716,2.0,1.991,200.0,487,WALD,population
0.631,2.0,0.511,200.0,1033,GRASLAND,population
0.611,2.0,2.0,185.88,33,WALD,population
1.49,1.924,0.92,200.0,351,GEBIRGE,population
2.0,2.0,1.413,97.7,15,TUNDRA,population
1.355,2.0,1.413,48.4,6,VULKAN,population
1.493,1.992,0.667,10.5,484,VULKAN,population
1.493,1.992,0.791,200.0,595,SUMPF,population
0.509,2.0,1.757,200.0,120,WALD,population
0.509,1.939,2.0,55.35,7,WÜSTE,population
0.509,1.939,2.0,86.76,28,TUNDRA,population
0.853,1.241,1.835,200.0,377,GRASLAND,population
0.532,2.0,1.396,200.0,196,OZEAN,population
1.357,2.0,0.932,116.41,546,WÜSTE,population
0.641,2.0,1.27,192.42,18,SUMPF,population
0.71,2.0,1.858,200.0,195,SUMPF,population
0.784,2.0,1.27,178.01,33,SUMPF,population
0.784,2.0,1.382,150.0,38,OZEAN,population
0.784,2.0,1.27,200.0,98,SUMPF,population
0.995,2.0,1.801,200.0,563,GRASLAND,population
1.003,2.0,1.9,200.0,66,GEBIRGE,population
1.003,1.981,1.9,82.74,2,VULKAN,population
1.624,1.502,1.611,200.0,373,SUMPF,population
1.624,1.502,1.687,200.0,402,OZEAN,population
0.505,2.0,1.636,116.2,22,GRASLAND,population
0.505,2.0,1.636,85.46,5,OZEAN,population
2.0,1.981,2.0,36.23,239,TUNDRA,population
1.469,2.0,1.677,66.4,7,GRASLAND,population
1.831,1.989,0.892,200.0,870,GRASLAND,population
1.87,2.0,2.0,200.0,229,OZEAN,population
1.2,2.0,1.538,200.0,214,SUMPF,population
1.2,1.739,1.538,90.94,1,VULKAN,population
0.887,1.522,0.987,52.56,5,VULKAN,population
2.0,2.0,0.688,200.0,656,SUMPF,population
0.987,1.34,1.115,88.75,97,SUMPF,population
0.987,2.0,1.405,99.64,1,TUNDRA,population
0.987,2.0,1.405,63.03,90,GEBIRGE,population
0.634,2.0,2.0,66.88,41,GEBIRGE,population
0.585,2.0,1.612,200.0,69,GRASLAND,population
0.987,2.0,0.912,26.4,229,WÜSTE,population
1.158,0.86,0.5,200.0,1950,WALD,population
0.949,2.0,2.0,136.85,485,OZEAN,population
0.979,1.348,0.5,200.0,1789,GRASLAND,population
0.87,1.994,0.783,200.0,1481,SUMPF,population
1.591,1.932,2.0,200.0,127,SUMPF,population
0.5,2.0,0.666,200.0,963,WALD,population
0.642,2.0,0.5,200.0,1059,GEBIRGE,population
0.587,2.0,2.0,200.0,692,GEBIRGE,population
0.848,1.629,2.0,200.0,348,OZEAN,population
0.716,2.0,1.991,200.0,513,WALD,population
0.882,2.0,2.0,131.15,109,GEBIRGE,population
0.611,2.0,2.0,69.0,5,WÜSTE,population
0.611,2.0,2.0,198.6,97,GRASLAND,population
1.253,2.0,1.048,200.0,160,GEBIRGE,population
1.49,1.924,0.92,200.0,380,WALD,population
1.49,1.924,0.92,200.0,481,GEBIRGE,population
2.0,1.713,1.506,200.0,206,GRASLAND,population
0.5,2.0,1.757,38.0,10,WÜSTE,population
0.509,2.0,1.376,200.0,104,SUMPF,population
0.675,2.0,1.118,5.4,11,VULKAN,population
0.654,1.939,2.0,100.0,0,WÜSTE,population
0.654,1.939,2.0,150.0,110,WALD,population
0.816,1.939,2.0,37.65,10,WÜSTE,population
0.641,2.0,1.515,38.0,10,WÜSTE,population
0.621,1.94,1.884,200.0,205,GEBIRGE,population
0.621,2.0,1.396,36.6,309,VULKAN,population
0.784,2.0,1.27,14.0,10,VULKAN,population
0.621,1.383,1.396,200.0,288,OZEAN,population
0.784,1.469,1.382,100.0,0,VULKAN,population
0.711,2.0,1.627,142.98,206,TUNDRA,population
0.977,1.604,0.837,200.0,838,SUMPF,population
0.5,2.0,2.0,94.18,68,TUNDRA,population
0.665,1.575,0.822,200.0,783,WALD,population
0.64,2.0,1.636,100.0,0,VULKAN,population
0.789,2.0,0.826,200.0,568,SUMPF,population
0.69,1.973,2.0,105.93,139,GEBIRGE,population
0.69,1.973,1.636,180.8,135,TUNDRA,population
1.25,2.0,1.847,95.18,1,WÜSTE,population
1.469,2.0,1.677,74.2,3,VULKAN,population
1.2,2.0,1.538,200.0,178,GEBIRGE,population
1.358,1.256,2.0,78.97,304,VULKAN,population
1.464,2.0,1.538,19.71,161,TUNDRA,population
1.2,2.0,1.538,116.2,35,GRASLAND,population
1.636,2.0,0.597,200.0,343,WALD,population
1.636,2.0,0.597,200.0,326,SUMPF,population
1.126,1.024,1.115,126.43,13,GRASLAND,population
0.634,2.0,2.0,65.6,4,VULKAN,population
0.987,2.0,1.018,20.97,148,TUNDRA,population
0.987,2.0,1.411,200.0,283,SUMPF,population
0.94,2.0,0.993,200.0,273,GRASLAND,population
1.084,1.827,1.84,136.55,599,WÜSTE,population
1.203,1.691,0.578,200.0,1851,OZEAN,population
1.001,1.731,0.704,200.0,816,WALD,population
1.203,1.717,0.578,200.0,1933,GEBIRGE,population
