Zeitschritt,GesamtOrganismen,DurchschnAnpassung,DurchschnEffizienz,DurchschnMobilitaet,DurchschnEnergie,DurchschnAlter,GRASLAND,WALD,WÜSTE,TUNDRA,GEBIRGE,SUMPF,OZEAN,VULKAN
336,2451,1.115,1.752,1.221,131.67,131.96,289,272,300,310,301,335,321,323
337,2450,1.114,1.752,1.224,131.87,132.23,289,269,302,315,298,332,322,323
338,2447,1.114,1.752,1.226,132.30,132.58,289,270,302,310,298,328,324,326
339,2454,1.112,1.752,1.227,132.03,132.83,286,271,299,314,303,331,324,326
340,2449,1.112,1.754,1.230,132.30,133.35,284,275,302,313,299,327,326,323
341,2449,1.113,1.756,1.231,132.43,133.27,286,274,301,311,299,329,322,327
342,2449,1.113,1.756,1.229,132.57,133.64,287,274,302,310,298,325,325,328
343,2453,1.114,1.756,1.229,132.54,133.81,285,275,298,315,299,331,323,327
344,2469,1.114,1.756,1.230,131.92,133.40,286,277,301,315,301,336,324,329
345,2460,1.116,1.757,1.231,132.21,134.24,290,275,299,313,299,335,323,326
346,2460,1.116,1.758,1.231,132.21,134.61,291,276,301,314,299,332,324,323
347,2465,1.119,1.758,1.234,132.14,134.63,288,278,301,314,300,333,324,327
348,2469,1.118,1.759,1.236,132.11,134.58,291,273,303,316,298,335,324,329
349,2468,1.118,1.760,1.236,131.95,134.92,292,276,300,317,299,335,324,325
350,2457,1.118,1.761,1.236,132.56,135.80,290,272,301,308,298,331,329,328
351,2464,1.117,1.764,1.236,132.34,135.77,291,274,299,316,299,332,324,329
352,2461,1.117,1.763,1.238,132.54,136.29,289,273,301,315,297,332,324,330
353,2465,1.115,1.764,1.239,132.50,136.28,290,277,298,319,298,329,325,329
354,2466,1.114,1.765,1.239,132.62,135.82,290,275,301,317,299,331,326,327
355,2472,1.115,1.766,1.240,132.50,135.75,292,276,302,316,301,333,321,331
356,2473,1.112,1.767,1.240,132.61,135.57,293,274,302,318,298,334,323,331
357,2476,1.114,1.769,1.240,132.57,135.60,290,276,303,315,301,333,328,330
358,2478,1.115,1.770,1.240,132.69,135.59,291,278,305,314,303,332,325,330
359,2474,1.115,1.770,1.241,132.96,136.18,291,276,304,316,298,334,328,327
360,2474,1.113,1.772,1.241,133.12,136.03,290,275,301,316,300,335,326,331
361,2476,1.114,1.772,1.243,133.06,135.96,291,274,306,314,298,333,329,331
362,2473,1.118,1.772,1.244,133.26,136.04,290,275,303,315,297,336,328,329
363,2477,1.119,1.774,1.244,133.18,135.71,293,277,303,311,302,335,326,330
364,2480,1.120,1.772,1.243,132.89,135.87,293,276,304,315,301,333,328,330
365,2484,1.120,1.773,1.244,132.71,136.28,294,278,306,314,299,335,325,333
366,2484,1.123,1.774,1.245,132.64,136.51,292,278,305,316,302,334,326,331
367,2487,1.121,1.775,1.245,132.49,136.55,293,277,307,317,300,335,329,329
368,2485,1.124,1.774,1.245,132.56,136.20,294,277,307,314,303,334,328,328
369,2479,1.125,1.776,1.245,132.76,136.69,293,276,305,313,298,335,329,330
370,2481,1.125,1.776,1.244,132.57,136.91,291,275,304,316,303,335,325,332
371,2481,1.124,1.775,1.246,132.64,136.75,294,278,301,316,301,333,328,330
372,2473,1.124,1.775,1.246,132.98,137.15,293,274,305,315,302,331,327,326
373,2477,1.126,1.775,1.246,133.13,137.15,293,273,305,317,299,334,324,332
374,2478,1.123,1.778,1.246,133.08,137.38,293,277,303,318,300,333,326,328
375,2484,1.123,1.779,1.247,133.03,136.99,292,274,303,319,303,334,326,333
376,2482,1.123,1.779,1.249,133.10,137.09,291,275,304,317,303,334,327,331
377,2487,1.123,1.780,1.250,132.65,137.03,292,278,305,317,303,333,328,331
378,2488,1.125,1.781,1.250,132.54,136.97,293,276,304,317,301,335,328,334
379,2481,1.125,1.781,1.251,133.00,137.23,292,277,303,317,300,333,329,330
380,2484,1.126,1.780,1.252,132.68,137.77,291,276,304,317,301,335,328,332
381,2485,1.126,1.780,1.250,132.71,137.99,293,278,305,316,301,333,329,330
382,2488,1.126,1.780,1.248,132.68,138.15,294,278,306,316,299,334,329,332
383,2482,1.125,1.780,1.246,133.13,138.36,293,278,304,318,301,330,329,329
384,2484,1.125,1.780,1.247,133.10,138.51,293,278,304,316,301,334,326,332
385,2484,1.126,1.779,1.248,133.08,138.80,293,277,303,319,301,333,329,329
386,2489,1.126,1.779,1.251,132.93,138.93,294,278,304,318,299,336,327,333
387,2488,1.125,1.781,1.250,132.95,139.13,293,275,304,319,302,334,329,332
388,2489,1.126,1.781,1.249,132.85,138.83,293,278,306,317,302,336,327,330
389,2484,1.128,1.781,1.247,132.98,139.47,292,277,307,318,300,334,329,327
390,2485,1.127,1.783,1.249,133.05,140.07,293,277,305,319,302,332,327,330
391,2488,1.125,1.783,1.248,132.82,140.49,294,277,306,316,302,335,327,331
392,2487,1.123,1.782,1.249,132.83,140.72,294,277,304,316,302,335,329,330
393,2487,1.124,1.782,1.249,132.75,140.90,294,278,305,316,301,333,327,333
394,2485,1.128,1.781,1.249,132.75,141.20,294,277,305,315,300,336,326,332
395,2478,1.125,1.781,1.250,133.24,141.69,291,277,304,318,301,333,326,328
396,2481,1.125,1.783,1.251,133.16,141.48,293,275,302,316,300,335,329,331
397,2488,1.125,1.782,1.251,132.71,141.20,293,276,305,317,302,335,328,332
398,2483,1.126,1.781,1.251,133.01,141.69,294,278,303,316,301,333,328,330
399,2482,1.126,1.783,1.252,133.18,141.78,293,276,304,316,301,336,327,329
400,2486,1.127,1.782,1.252,132.86,141.90,294,276,306,318,301,335,327,329
401,2491,1.127,1.782,1.250,132.49,142.18,293,278,307,318,301,335,327,332
402,2483,1.126,1.783,1.250,132.81,142.68,293,278,301,316,302,334,328,331
403,2483,1.127,1.784,1.252,132.80,142.89,293,278,305,317,299,336,327,328
404,2475,1.127,1.784,1.254,133.29,142.89,292,277,307,311,301,335,325,327
405,2487,1.127,1.783,1.253,132.81,142.66,292,277,305,318,303,334,327,331
406,2490,1.125,1.783,1.253,132.44,142.98,294,277,305,318,303,336,325,332
407,2489,1.126,1.784,1.253,132.69,142.61,294,278,306,318,302,335,328,328
408,2487,1.127,1.784,1.255,133.00,142.98,294,278,303,317,299,334,328,334
409,2483,1.126,1.782,1.256,133.33,143.33,294,278,304,318,299,333,327,330
410,2482,1.126,1.782,1.256,133.40,143.69,292,277,303,315,302,334,328,331
411,2489,1.127,1.784,1.256,133.13,143.26,293,278,307,315,301,335,328,332
412,2487,1.129,1.785,1.257,133.14,143.40,294,277,306,318,298,334,327,333
413,2485,1.128,1.786,1.257,133.28,143.74,291,277,305,317,302,334,327,332
414,2485,1.128,1.787,1.257,133.37,143.98,293,278,305,317,301,333,328,330
415,2490,1.129,1.787,1.258,133.08,144.10,294,277,306,317,301,336,326,333
416,2490,1.129,1.786,1.257,133.11,144.28,292,277,307,318,303,334,328,331
417,2488,1.129,1.785,1.258,133.07,144.90,293,276,306,317,300,335,328,333
418,2488,1.128,1.786,1.258,132.97,145.30,293,277,304,318,302,333,329,332
419,2482,1.129,1.787,1.258,133.45,145.91,292,277,303,314,301,335,328,332
420,2488,1.130,1.786,1.259,133.14,146.12,290,278,306,318,303,335,328,330
421,2488,1.131,1.787,1.257,133.20,146.37,294,278,303,319,303,335,328,328
422,2492,1.131,1.788,1.260,133.14,146.49,294,278,307,319,303,334,325,332
423,2491,1.131,1.788,1.260,133.00,146.89,293,277,306,316,302,336,328,333
424,2491,1.131,1.787,1.261,132.94,146.86,294,278,305,318,302,335,329,330
425,2492,1.132,1.787,1.259,132.73,147.39,294,278,306,317,302,335,329,331
426,2492,1.132,1.785,1.258,132.77,147.84,294,278,305,318,300,336,329,332
427,2489,1.131,1.785,1.257,132.97,148.18,293,275,306,319,301,335,329,331
428,2492,1.132,1.786,1.257,133.06,147.84,294,278,306,315,302,336,329,332
429,2490,1.133,1.785,1.257,133.11,148.26,293,278,305,317,303,335,327,332
430,2490,1.132,1.786,1.258,133.17,148.14,294,277,306,316,303,333,328,333
431,2487,1.132,1.785,1.257,133.22,148.90,294,278,303,317,301,334,329,331
432,2487,1.132,1.786,1.257,133.36,149.22,293,278,306,315,300,333,329,333
433,2486,1.133,1.787,1.257,133.19,149.86,292,277,305,317,303,333,329,330
434,2483,1.133,1.787,1.256,133.42,150.38,291,278,305,311,302,335,328,333
435,2488,1.133,1.788,1.257,133.25,150.39,293,278,304,318,298,334,329,334
436,2490,1.134,1.788,1.259,132.91,150.78,293,277,307,314,303,335,329,332
437,2488,1.133,1.788,1.258,133.15,150.96,293,277,306,314,302,336,329,331
438,2492,1.133,1.788,1.258,133.01,151.27,294,277,305,319,302,334,329,332
439,2483,1.131,1.789,1.260,133.27,152.17,293,277,302,317,300,336,326,332
440,2482,1.132,1.788,1.261,133.39,152.15,293,276,305,317,301,332,327,331
441,2485,1.132,1.788,1.264,133.25,152.55,292,276,306,316,302,335,326,332
442,2485,1.131,1.788,1.265,133.38,153.01,292,276,307,317,301,335,328,329
443,2481,1.130,1.787,1.265,133.92,153.11,292,274,305,316,298,335,328,333
444,2484,1.130,1.788,1.268,133.77,153.44,292,277,304,317,302,333,328,331
445,2482,1.128,1.787,1.267,133.67,154.13,293,276,306,318,300,333,327,329
446,2487,1.127,1.786,1.267,133.44,154.44,294,278,304,319,301,332,327,332
447,2486,1.128,1.784,1.267,133.49,154.94,293,276,304,316,302,334,329,332
448,2484,1.126,1.785,1.267,133.50,155.56,291,276,303,319,299,336,328,332
449,2488,1.125,1.786,1.267,133.51,155.94,294,276,306,318,300,334,328,332
450,2485,1.126,1.785,1.267,133.55,156.34,293,276,304,318,302,333,329,330
451,2487,1.127,1.785,1.266,133.52,156.93,293,277,307,319,299,334,327,331
452,2485,1.127,1.785,1.265,133.76,156.88,294,275,307,315,300,336,328,330
453,2487,1.127,1.785,1.266,133.55,157.01,291,277,305,317,301,335,328,333
454,2481,1.125,1.785,1.264,133.96,158.00,293,275,304,315,300,334,328,332
455,2489,1.127,1.785,1.264,133.50,157.56,294,277,304,315,302,335,328,334
456,2481,1.128,1.783,1.263,133.64,157.99,291,278,305,318,300,335,327,327
457,2488,1.127,1.784,1.265,133.23,158.08,294,278,303,319,300,335,326,333
458,2479,1.130,1.784,1.266,133.62,159.03,291,277,303,316,300,334,326,332
459,2479,1.130,1.784,1.269,133.50,159.44,292,276,306,315,298,335,324,333
460,2474,1.128,1.784,1.267,133.61,160.30,291,276,303,316,300,332,327,329
461,2477,1.128,1.785,1.268,133.37,160.68,291,277,303,316,297,335,325,333
462,2479,1.128,1.785,1.268,133.21,160.80,292,278,304,317,299,332,326,331
463,2477,1.129,1.787,1.268,133.23,160.95,292,277,307,315,300,331,325,330
464,2475,1.127,1.785,1.269,133.48,161.18,293,278,305,315,299,333,326,326
465,2477,1.127,1.786,1.269,133.38,161.02,292,278,303,313,300,335,326,330
466,2474,1.129,1.786,1.271,133.57,161.31,291,276,303,317,301,329,328,329
467,2466,1.129,1.786,1.271,133.84,162.27,290,278,299,319,300,331,322,327
468,2462,1.130,1.786,1.270,133.96,162.90,290,274,298,315,295,332,325,333
469,2468,1.129,1.786,1.267,133.63,162.61,292,273,301,315,300,333,323,331
470,2472,1.126,1.786,1.265,133.44,162.54,292,274,300,317,299,331,326,333
471,2470,1.126,1.788,1.268,133.64,162.99,293,277,300,316,297,334,326,327
472,2473,1.126,1.788,1.270,133.29,163.18,291,276,302,318,295,335,327,329
473,2475,1.126,1.787,1.269,133.12,163.60,289,274,304,316,303,333,328,328
474,2479,1.128,1.787,1.271,133.05,163.50,294,276,305,318,299,331,325,331
475,2478,1.127,1.786,1.272,133.13,163.76,291,277,305,314,299,332,327,333
476,2468,1.127,1.785,1.272,133.51,164.69,290,275,301,316,300,332,325,329
477,2473,1.126,1.786,1.271,133.20,164.58,292,275,303,308,302,333,328,332
478,2473,1.127,1.786,1.272,133.02,165.07,288,276,306,317,300,334,323,329
479,2469,1.127,1.786,1.272,133.27,165.13,290,276,304,314,296,335,328,326
480,2478,1.128,1.786,1.275,133.02,164.95,293,276,304,316,299,334,327,329
481,2478,1.129,1.786,1.277,133.24,164.95,293,275,306,316,299,335,326,328
482,2480,1.130,1.785,1.278,133.05,164.80,289,278,305,316,302,332,326,332
483,2476,1.128,1.786,1.279,133.37,165.53,292,277,302,317,298,335,325,330
484,2474,1.129,1.788,1.279,133.40,166.11,292,273,303,317,302,333,324,330
485,2474,1.128,1.788,1.278,133.34,166.33,290,277,304,317,299,333,326,328
486,2479,1.126,1.789,1.276,133.16,166.47,292,277,302,314,300,332,329,333
487,2472,1.126,1.790,1.277,133.55,166.49,292,275,305,313,299,334,326,328
488,2471,1.125,1.790,1.277,133.64,167.12,289,275,306,312,300,335,323,331
489,2469,1.129,1.790,1.277,133.75,166.76,293,274,299,314,301,333,327,328
490,2480,1.127,1.790,1.278,133.30,166.50,293,276,306,314,300,333,327,331
491,2477,1.128,1.791,1.277,133.56,166.14,292,277,302,316,300,332,328,330
492,2473,1.127,1.791,1.275,133.90,166.83,291,277,301,316,298,334,327,329
493,2479,1.129,1.791,1.276,133.78,166.68,293,278,300,316,302,331,328,331
494,2482,1.130,1.791,1.278,133.49,166.76,291,277,303,316,300,335,327,333
495,2489,1.130,1.791,1.280,133.26,166.57,293,276,304,318,303,333,329,333
496,2485,1.129,1.793,1.280,133.25,166.67,292,278,305,315,302,335,326,332
497,2488,1.130,1.794,1.279,133.11,166.56,292,277,307,317,301,336,326,332
498,2485,1.130,1.794,1.279,133.19,166.87,292,276,306,315,301,336,327,332
499,2485,1.130,1.796,1.281,133.37,166.88,293,278,305,316,303,334,327,329
500,2488,1.127,1.796,1.279,133.31,166.42,291,278,306,317,302,335,327,332
501,2481,1.126,1.796,1.281,133.78,166.86,293,278,303,318,300,334,326,329
502,2478,1.125,1.798,1.281,134.16,166.87,292,278,305,317,299,333,328,326
503,2481,1.124,1.799,1.281,133.92,166.90,290,276,306,318,302,332,327,330
504,2478,1.124,1.799,1.282,134.22,167.36,289,277,305,313,302,333,327,332
505,2483,1.125,1.799,1.283,133.96,166.99,292,277,303,318,303,334,326,330
506,2481,1.125,1.800,1.285,133.89,166.67,293,277,304,317,301,333,326,330
507,2476,1.124,1.800,1.284,134.22,166.91,291,276,302,311,302,333,328,333
508,2485,1.124,1.801,1.285,133.70,166.22,291,278,307,316,301,335,329,328
509,2482,1.123,1.801,1.285,133.90,166.40,291,275,306,315,303,332,327,333
510,2482,1.124,1.803,1.285,134.17,166.64,293,276,306,317,299,334,327,330
511,2485,1.122,1.803,1.286,134.06,166.85,293,276,307,317,301,335,324,332
512,2488,1.123,1.802,1.286,133.88,166.57,293,277,306,317,303,336,327,329
513,2482,1.123,1.803,1.285,134.25,167.35,292,278,304,314,302,334,327,331
514,2482,1.123,1.802,1.286,134.26,167.13,293,278,305,315,300,333,326,332
515,2488,1.124,1.803,1.285,133.95,167.00,293,277,304,317,302,334,328,333
516,2482,1.123,1.802,1.285,134.39,167.85,293,277,305,319,299,333,327,329
517,2482,1.123,1.803,1.286,134.51,167.68,292,277,304,318,300,335,327,329
518,2485,1.125,1.804,1.287,134.42,167.61,291,278,307,314,301,334,327,333
519,2490,1.126,1.804,1.287,134.10,167.55,294,277,307,316,302,333,328,333
520,2489,1.125,1.805,1.286,133.91,167.77,293,277,306,317,302,335,327,332
521,2489,1.125,1.805,1.287,133.82,167.93,293,278,306,316,301,334,328,333
522,2482,1.125,1.807,1.287,134.29,168.52,294,277,303,318,300,336,323,331
523,2480,1.125,1.809,1.288,134.50,168.84,292,277,305,315,299,334,327,331
524,2479,1.127,1.808,1.287,134.54,169.14,293,277,303,316,301,331,328,330
525,2480,1.127,1.810,1.286,134.48,168.97,290,277,304,317,301,331,327,333
526,2478,1.127,1.809,1.284,134.49,169.23,293,274,304,316,302,333,325,331
527,2486,1.127,1.810,1.286,134.22,168.86,293,278,305,316,303,334,326,331
528,2485,1.127,1.811,1.284,134.13,169.62,293,277,305,316,302,334,326,332
529,2490,1.128,1.810,1.285,134.01,169.73,292,278,306,318,302,334,328,332
530,2490,1.129,1.810,1.285,133.87,169.37,292,278,301,319,303,335,328,334
531,2487,1.129,1.810,1.287,133.92,169.69,291,277,306,318,302,335,327,331
532,2487,1.127,1.809,1.287,133.91,169.82,293,278,304,317,301,334,326,334
533,2484,1.127,1.808,1.286,133.92,170.18,290,278,306,317,302,334,326,331
534,2488,1.126,1.809,1.287,133.88,170.13,294,275,305,317,301,336,329,331
535,2484,1.125,1.810,1.286,134.11,170.51,291,277,306,317,300,333,329,331
536,2488,1.126,1.810,1.286,133.89,170.35,292,276,306,318,302,333,329,332
537,2488,1.128,1.811,1.287,134.01,170.33,294,276,304,319,302,336,326,331
538,2492,1.124,1.811,1.286,133.98,170.36,293,278,304,318,303,335,329,332
539,2488,1.126,1.810,1.287,134.36,170.69,293,277,304,319,303,335,327,330
540,2489,1.127,1.810,1.287,134.52,170.55,292,278,306,317,302,334,329,331
541,2491,1.127,1.809,1.287,134.55,170.42,293,278,307,317,302,334,329,331
542,2488,1.126,1.811,1.288,134.72,171.15,294,277,304,317,301,336,328,331
543,2488,1.126,1.810,1.290,134.65,171.41,292,278,302,319,303,334,327,333
544,2483,1.125,1.810,1.289,134.69,171.67,293,275,305,315,301,333,328,333
545,2485,1.125,1.810,1.289,134.36,171.63,294,277,305,316,302,332,326,333
546,2484,1.126,1.811,1.290,134.59,172.18,292,277,305,316,301,336,327,330
547,2483,1.126,1.810,1.290,134.60,172.55,291,278,304,318,299,336,326,331
548,2493,1.126,1.808,1.290,134.15,172.30,294,278,307,317,301,335,328,333
549,2487,1.126,1.808,1.290,134.38,173.00,293,277,305,317,299,336,329,331
550,2487,1.126,1.809,1.290,134.42,173.54,293,277,304,316,301,336,328,332
551,2485,1.127,1.810,1.291,134.62,174.04,294,277,305,316,301,334,327,331
552,2486,1.127,1.810,1.291,134.75,174.31,292,278,303,318,300,335,328,332
553,2489,1.129,1.809,1.290,134.60,174.36,293,277,304,316,302,336,328,333
554,2487,1.128,1.811,1.288,134.83,174.68,293,277,304,316,302,334,329,332
555,2490,1.129,1.811,1.289,134.75,174.75,293,278,307,317,300,333,329,333
556,2490,1.130,1.812,1.290,134.73,175.21,293,276,306,317,303,336,328,331
557,2491,1.130,1.814,1.290,134.60,175.45,293,277,306,317,303,335,327,333
558,2489,1.131,1.815,1.291,134.69,175.93,294,277,305,317,302,334,328,332
559,2489,1.131,1.815,1.291,134.62,175.83,294,277,302,319,301,335,329,332
560,2488,1.133,1.815,1.291,134.76,176.19,294,277,305,317,302,336,328,329
561,2487,1.133,1.814,1.292,134.70,176.47,294,276,304,316,303,332,329,333
562,2489,1.134,1.814,1.293,134.68,176.93,293,278,304,316,302,335,327,334
563,2493,1.135,1.814,1.294,134.42,176.83,292,277,307,318,302,336,327,334
564,2490,1.136,1.815,1.293,134.41,177.61,294,277,305,317,303,334,328,332
565,2491,1.136,1.815,1.294,134.23,177.85,292,276,307,318,303,336,325,334
566,2489,1.136,1.815,1.295,134.24,178.28,293,277,306,317,302,336,326,332
567,2488,1.136,1.814,1.295,134.32,178.38,294,277,307,318,301,334,327,330
568,2487,1.137,1.812,1.294,134.38,178.87,294,275,305,317,303,335,328,330
569,2490,1.136,1.812,1.296,134.30,178.78,294,275,304,318,302,336,329,332
570,2487,1.136,1.812,1.295,134.46,179.42,294,278,306,317,302,334,326,330
571,2489,1.136,1.812,1.296,134.38,179.54,294,276,305,317,302,335,327,333
572,2491,1.135,1.811,1.295,134.18,180.18,293,278,306,319,300,334,329,332
573,2488,1.137,1.812,1.296,134.25,180.64,292,277,306,319,302,333,327,332
574,2484,1.137,1.812,1.297,134.50,181.44,293,277,306,316,300,335,329,328
575,2487,1.136,1.812,1.298,134.34,181.55,290,278,305,318,302,335,327,332
576,2483,1.136,1.812,1.298,134.39,182.10,294,278,306,317,300,334,324,330
577,2479,1.134,1.812,1.299,134.51,182.69,293,277,303,317,301,333,325,330
578,2483,1.135,1.812,1.297,134.09,183.02,294,275,302,318,300,335,327,332
579,2482,1.136,1.814,1.298,134.28,183.58,291,277,304,318,302,331,328,331
580,2485,1.134,1.813,1.300,134.12,183.23,294,278,305,316,301,334,328,329
581,2486,1.136,1.814,1.300,133.99,183.68,294,278,304,315,301,334,328,332
582,2487,1.135,1.815,1.299,133.97,183.74,292,277,304,318,303,333,329,331
583,2487,1.135,1.813,1.300,133.98,184.10,294,276,307,317,303,334,325,331
584,2486,1.135,1.813,1.301,133.87,184.78,294,278,306,317,300,333,326,332
585,2486,1.134,1.812,1.301,133.80,184.89,293,277,305,316,301,334,328,332
586,2487,1.135,1.812,1.301,133.86,184.69,294,278,304,317,302,335,327,330
587,2488,1.135,1.811,1.302,133.72,184.71,292,278,306,318,302,333,326,333
588,2480,1.133,1.812,1.301,133.90,185.68,290,274,306,318,299,336,325,332
589,2483,1.133,1.812,1.301,133.87,185.50,293,277,305,314,300,334,329,331
590,2487,1.132,1.812,1.301,133.74,185.57,290,278,303,318,301,336,329,332
591,2484,1.133,1.813,1.299,134.02,185.95,292,277,303,318,302,333,328,331
592,2486,1.133,1.812,1.302,133.93,186.15,294,277,306,313,301,334,329,332
593,2492,1.132,1.812,1.303,133.67,186.19,293,274,307,319,303,335,329,332
594,2484,1.133,1.813,1.301,133.94,186.94,293,278,303,318,300,331,328,333
595,2488,1.133,1.813,1.301,133.93,186.46,292,275,305,318,302,335,328,333
596,2487,1.135,1.813,1.303,133.80,186.63,293,275,305,316,301,336,329,332
597,2485,1.135,1.814,1.303,133.89,187.53,294,276,305,315,302,335,328,330
598,2483,1.135,1.815,1.305,133.93,187.85,290,278,303,318,301,336,327,330
599,2480,1.138,1.815,1.307,134.13,188.45,293,278,302,315,300,333,328,331
600,2482,1.137,1.815,1.306,133.91,188.99,294,273,305,314,301,334,328,333
601,2478,1.137,1.814,1.308,134.21,189.27,292,276,303,317,296,334,329,331
602,2475,1.137,1.814,1.308,134.55,189.29,293,278,302,315,298,336,325,328
603,2474,1.138,1.813,1.308,134.86,189.33,289,275,305,317,299,332,325,332
604,2477,1.137,1.813,1.307,134.66,189.29,291,276,305,314,300,332,328,331
605,2481,1.138,1.814,1.309,134.41,189.28,292,274,306,317,300,335,326,331
606,2481,1.140,1.814,1.310,134.33,189.64,293,276,305,317,300,334,327,329
607,2481,1.138,1.814,1.309,134.50,190.28,294,277,301,316,300,332,328,333
608,2483,1.140,1.815,1.310,134.33,190.31,291,276,304,317,300,335,328,332
609,2479,1.139,1.816,1.310,134.57,191.15,293,276,306,315,302,332,326,329
610,2477,1.140,1.815,1.310,134.66,191.82,293,276,305,313,300,330,327,333
611,2477,1.141,1.816,1.310,134.51,192.53,293,276,301,314,301,334,328,330
612,2477,1.140,1.816,1.309,134.54,192.84,291,276,306,314,297,334,328,331
613,2477,1.140,1.815,1.311,134.82,192.88,290,274,306,316,301,333,328,329
614,2479,1.140,1.814,1.311,135.01,192.91,293,276,302,316,301,334,328,329
615,2480,1.142,1.815,1.313,135.11,192.79,288,277,304,316,302,335,328,330
616,2480,1.142,1.816,1.312,135.07,192.56,292,277,302,316,299,334,328,332
617,2483,1.143,1.815,1.313,135.00,192.67,294,276,300,316,302,335,329,331
618,2483,1.145,1.815,1.313,134.94,192.82,294,276,304,315,302,330,329,333
619,2481,1.144,1.813,1.314,134.91,193.24,292,276,300,319,302,332,328,332
620,2484,1.144,1.812,1.315,134.73,193.50,289,276,306,316,301,336,329,331
621,2485,1.145,1.813,1.317,134.51,193.73,294,277,303,318,303,335,325,330
622,2480,1.142,1.814,1.317,134.79,194.23,291,274,304,319,301,334,329,328
623,2483,1.144,1.815,1.318,134.46,194.34,292,277,305,316,300,332,328,333
624,2483,1.145,1.815,1.319,134.43,194.74,292,276,305,316,303,332,327,332
625,2485,1.144,1.815,1.320,134.48,194.51,293,277,306,318,298,335,329,329
626,2484,1.146,1.815,1.322,134.40,194.51,292,278,303,316,300,336,328,331
627,2480,1.147,1.813,1.321,134.58,195.18,294,277,305,317,297,332,328,330
628,2484,1.148,1.814,1.322,134.40,194.95,294,277,304,316,299,335,329,330
629,2483,1.149,1.813,1.325,134.48,195.15,291,276,305,316,300,334,329,332
630,2475,1.147,1.814,1.325,134.85,195.18,291,277,304,316,299,333,327,328
631,2483,1.147,1.814,1.326,134.38,194.93,290,277,305,315,302,333,329,332
632,2483,1.145,1.815,1.325,134.16,195.11,292,276,305,318,301,333,326,332
633,2486,1.146,1.815,1.326,133.94,195.12,293,276,307,318,301,333,328,330
634,2481,1.145,1.815,1.325,134.36,194.57,293,275,303,318,301,331,327,333
635,2479,1.146,1.813,1.326,134.52,193.98,291,276,305,315,303,332,327,330
636,2478,1.145,1.813,1.326,134.56,194.01,292,276,305,314,301,333,328,329
637,2477,1.148,1.813,1.327,134.67,194.14,292,277,300,318,301,332,328,329
638,2477,1.148,1.814,1.327,134.66,193.96,293,275,303,318,299,334,327,328
639,2474,1.150,1.813,1.328,134.86,194.26,291,276,304,313,300,335,324,331
640,2475,1.149,1.813,1.327,134.86,194.72,290,273,304,317,302,333,329,327
641,2474,1.150,1.814,1.329,135.17,194.37,291,275,306,312,299,333,325,333
642,2474,1.149,1.815,1.330,135.21,194.52,292,277,301,315,300,333,326,330
643,2481,1.149,1.815,1.330,134.86,194.43,293,276,302,314,301,334,328,333
644,2489,1.147,1.815,1.328,134.72,193.85,294,278,306,319,300,335,325,332
645,2491,1.147,1.817,1.329,134.59,194.23,293,276,306,317,301,336,328,334
646,2486,1.147,1.818,1.328,134.88,194.84,293,274,307,317,303,335,327,330
647,2486,1.147,1.818,1.330,134.79,195.05,293,278,302,317,300,336,327,333
648,2486,1.147,1.817,1.329,134.85,195.71,293,276,305,316,303,335,326,332
649,2485,1.145,1.818,1.329,134.75,195.42,294,276,305,316,301,336,325,332
650,2481,1.145,1.819,1.328,134.93,195.66,292,278,303,317,302,333,325,331
651,2480,1.147,1.820,1.329,135.26,195.20,291,274,306,315,302,331,328,333
652,2485,1.148,1.820,1.329,134.92,195.21,294,276,303,315,302,335,328,332
653,2490,1.148,1.820,1.329,134.56,195.57,291,277,307,319,303,336,326,331
654,2487,1.146,1.819,1.330,134.80,195.94,292,276,305,316,302,335,327,334
655,2486,1.146,1.820,1.331,134.76,196.24,294,278,303,318,303,333,327,330
656,2483,1.145,1.820,1.332,134.87,196.59,294,275,305,318,301,333,326,331
657,2488,1.145,1.818,1.331,134.76,196.28,291,277,303,318,301,335,329,334
658,2485,1.146,1.820,1.332,134.89,195.80,294,275,303,317,302,335,328,331
659,2485,1.146,1.819,1.332,134.89,195.96,292,278,304,317,303,333,326,332
660,2490,1.146,1.820,1.334,134.74,195.48,293,275,306,318,302,335,328,333
661,2488,1.147,1.820,1.333,134.86,195.87,293,278,306,317,301,334,328,331
662,2485,1.146,1.820,1.335,134.97,196.19,293,278,304,316,299,334,329,332
663,2485,1.146,1.820,1.335,135.17,196.09,294,276,302,318,302,332,329,332
664,2489,1.145,1.819,1.334,134.74,196.14,293,277,306,318,301,336,326,332
665,2481,1.145,1.818,1.331,135.08,196.54,293,278,303,317,302,334,326,328
666,2482,1.144,1.819,1.331,135.05,196.93,292,277,306,317,302,332,326,330
667,2484,1.145,1.819,1.333,135.12,196.69,293,277,306,315,302,333,327,331
668,2488,1.145,1.819,1.333,134.85,197.05,294,277,307,313,303,335,327,332
669,2489,1.144,1.818,1.333,134.80,197.43,292,278,305,316,302,336,328,332
670,2486,1.144,1.820,1.333,135.05,197.84,294,277,302,319,301,334,327,332
671,2488,1.146,1.820,1.334,134.87,197.61,294,278,306,315,299,335,329,332
672,2489,1.147,1.819,1.336,134.71,197.40,292,278,307,314,301,336,328,333
673,2483,1.145,1.819,1.336,134.91,198.43,291,277,304,313,302,335,329,332
