Zeitschritt,GesamtOrganismen,DurchschnAnpassung,DurchschnEffizienz,DurchschnMobilitaet,DurchschnEnergie,DurchschnAlter,GRASLAND,WALD,WÜSTE,TUNDRA,GEBIRGE,SUMPF,OZEAN,VULKAN
1342,2482,1.142,1.837,1.360,136.92,270.11,294,275,307,313,302,334,326,331
1343,2481,1.143,1.837,1.361,137.02,270.06,294,274,305,317,299,333,326,333
1344,2479,1.142,1.837,1.358,137.06,269.86,292,276,305,313,301,334,326,332
1345,2484,1.142,1.837,1.358,136.82,269.70,294,276,306,316,301,332,328,331
1346,2483,1.143,1.837,1.358,136.73,269.88,293,275,305,317,302,335,327,329
1347,2479,1.143,1.838,1.359,136.59,270.51,293,277,306,317,300,330,323,333
1348,2484,1.143,1.836,1.361,136.40,270.40,293,278,304,318,302,331,326,332
1349,2484,1.144,1.836,1.360,136.36,270.79,293,275,304,315,301,336,328,332
1350,2488,1.146,1.837,1.360,136.26,270.61,294,274,306,315,302,336,328,333
1351,2485,1.144,1.839,1.359,136.45,271.23,291,277,305,315,302,334,328,333
1352,2484,1.145,1.838,1.359,136.47,270.80,291,277,306,315,302,333,327,333
1353,2479,1.146,1.839,1.359,136.78,271.55,290,275,304,317,302,334,327,330
1354,2487,1.146,1.841,1.359,136.64,270.18,294,276,307,316,301,334,328,331
1355,2486,1.145,1.841,1.358,136.79,269.11,294,277,304,316,302,335,326,332
1356,2480,1.146,1.840,1.358,137.27,269.07,293,276,305,314,302,332,328,330
1357,2480,1.147,1.840,1.357,137.15,268.81,292,277,305,315,301,332,326,332
1358,2486,1.146,1.840,1.357,136.70,268.07,293,275,306,317,300,334,327,334
1359,2480,1.148,1.842,1.357,136.92,267.62,290,276,306,315,303,331,326,333
1360,2483,1.148,1.843,1.358,136.76,266.88,289,275,306,315,302,334,329,333
1361,2483,1.146,1.843,1.359,136.79,266.74,293,276,304,315,300,335,327,333
1362,2484,1.147,1.842,1.360,136.92,265.55,293,278,304,315,300,335,327,332
1363,2482,1.147,1.842,1.358,137.05,266.05,292,276,305,315,301,333,328,332
1364,2483,1.149,1.842,1.360,136.76,266.19,290,277,305,318,303,332,327,331
1365,2485,1.149,1.842,1.360,136.78,265.97,294,275,307,314,302,334,326,333
1366,2485,1.149,1.841,1.361,136.94,266.17,293,277,305,314,303,334,327,332
1367,2480,1.151,1.843,1.363,137.24,266.63,293,276,303,314,302,333,327,332
1368,2481,1.151,1.842,1.362,137.30,265.68,292,278,305,317,300,334,324,331
1369,2484,1.151,1.842,1.361,136.85,266.15,290,276,307,317,301,336,326,331
1370,2481,1.151,1.842,1.361,136.79,266.32,293,276,303,317,298,336,326,332
1371,2480,1.150,1.842,1.359,136.79,266.26,291,274,305,317,301,333,327,332
1372,2478,1.150,1.842,1.360,136.68,266.92,293,276,304,316,297,334,324,334
1373,2483,1.150,1.845,1.358,136.57,266.39,293,275,306,315,302,334,326,332
1374,2487,1.151,1.844,1.359,136.58,266.47,293,277,306,317,301,335,326,332
1375,2489,1.150,1.844,1.359,136.58,266.33,293,277,307,315,302,336,328,331
1376,2484,1.149,1.843,1.359,136.77,267.16,293,277,307,316,301,334,326,330
1377,2485,1.148,1.843,1.359,136.84,266.86,292,274,306,319,302,334,326,332
1378,2481,1.146,1.842,1.360,137.19,266.87,293,275,305,315,300,336,323,334
1379,2481,1.146,1.842,1.360,137.22,267.11,294,275,303,316,301,334,327,331
1380,2483,1.143,1.841,1.359,137.33,267.13,291,277,305,317,299,335,329,330
1381,2485,1.143,1.842,1.361,136.98,267.53,294,275,306,315,302,335,328,330
1382,2481,1.145,1.842,1.362,137.15,268.07,289,276,306,315,302,334,329,330
1383,2484,1.146,1.843,1.361,136.76,268.19,293,276,306,317,300,332,327,333
1384,2482,1.147,1.842,1.361,136.80,268.18,294,275,304,316,302,334,326,331
1385,2485,1.146,1.841,1.361,136.66,267.76,293,276,306,317,301,335,328,329
1386,2485,1.146,1.842,1.360,136.76,268.30,293,276,303,316,303,334,329,331
1387,2483,1.145,1.843,1.360,136.84,269.13,293,276,307,315,300,334,326,332
1388,2482,1.146,1.842,1.360,136.82,269.55,293,275,305,318,301,334,328,328
1389,2480,1.148,1.845,1.362,137.02,269.52,293,278,302,319,300,331,326,331
1390,2484,1.149,1.843,1.361,136.95,269.40,293,278,307,316,299,333,326,332
1391,2482,1.148,1.842,1.361,137.06,269.68,293,276,303,317,303,336,324,330
1392,2483,1.150,1.842,1.362,137.06,269.08,294,276,306,318,301,332,327,329
1393,2484,1.150,1.842,1.362,136.88,269.16,290,276,305,317,302,336,325,333
1394,2483,1.151,1.842,1.362,136.94,268.50,294,277,307,314,302,335,324,330
1395,2486,1.151,1.842,1.362,136.89,267.71,294,276,304,316,303,334,326,333
1396,2485,1.151,1.841,1.362,137.04,268.27,290,278,305,316,300,334,329,333
1397,2481,1.150,1.842,1.361,137.26,268.75,292,278,307,315,301,334,324,330
1398,2477,1.150,1.842,1.361,137.41,269.85,291,277,304,315,301,331,328,330
1399,2482,1.149,1.841,1.361,137.06,269.74,294,275,304,317,301,333,328,330
1400,2480,1.147,1.842,1.359,137.18,269.81,292,276,306,316,299,333,327,331
1401,2481,1.148,1.841,1.358,137.23,269.63,294,278,303,316,297,335,326,332
1402,2483,1.147,1.841,1.357,137.30,269.56,292,276,304,317,302,333,327,332
1403,2483,1.147,1.839,1.358,137.51,269.68,294,276,302,317,301,332,328,333
1404,2485,1.145,1.839,1.360,137.29,269.33,291,277,303,318,302,333,329,332
1405,2481,1.147,1.838,1.360,137.53,269.63,294,278,305,318,301,332,324,329
1406,2486,1.147,1.838,1.359,137.23,269.35,292,276,303,316,303,336,328,332
1407,2485,1.147,1.838,1.360,137.38,269.88,294,276,306,315,302,336,328,328
1408,2485,1.146,1.838,1.359,137.31,270.07,294,277,306,318,302,332,325,331
1409,2483,1.146,1.839,1.358,137.50,270.74,291,274,306,318,301,335,328,330
1410,2490,1.148,1.838,1.358,137.17,269.64,293,276,306,318,302,333,329,333
1411,2487,1.147,1.839,1.357,137.30,270.23,294,278,306,315,301,332,329,332
1412,2490,1.146,1.839,1.357,137.21,270.50,293,278,305,318,301,334,328,333
1413,2491,1.146,1.840,1.357,137.19,270.16,293,278,306,316,302,335,328,333
1414,2488,1.144,1.841,1.359,137.41,270.73,293,278,304,318,303,334,327,331
1415,2487,1.144,1.843,1.357,137.64,270.20,293,278,303,319,300,334,327,333
1416,2488,1.142,1.845,1.358,137.58,269.97,293,276,306,318,300,335,328,332
1417,2484,1.143,1.844,1.358,137.77,270.57,292,277,306,315,301,335,328,330
1418,2483,1.141,1.845,1.358,137.74,271.03,293,276,301,319,302,334,329,329
1419,2489,1.141,1.845,1.356,137.40,270.08,292,275,306,318,302,336,327,333
1420,2483,1.141,1.846,1.356,137.68,270.58,292,276,306,316,303,331,327,332
1421,2484,1.140,1.846,1.355,137.52,271.15,293,278,304,315,300,335,327,332
1422,2485,1.141,1.845,1.356,137.34,271.47,292,276,305,316,301,334,327,334
1423,2489,1.140,1.845,1.356,137.06,271.40,294,276,305,318,301,336,328,331
1424,2486,1.140,1.844,1.356,136.95,272.04,293,277,305,317,300,333,328,333
1425,2484,1.142,1.845,1.356,137.21,272.65,293,274,307,315,302,336,327,330
1426,2488,1.141,1.844,1.355,136.87,272.68,294,278,305,317,301,336,325,332
1427,2486,1.142,1.843,1.356,136.94,272.77,290,278,306,318,301,335,328,330
1428,2486,1.141,1.843,1.356,137.09,273.25,292,277,306,318,302,335,324,332
1429,2487,1.141,1.843,1.354,136.96,273.83,293,275,306,317,303,335,326,332
1430,2481,1.143,1.842,1.354,137.08,274.74,292,277,305,316,302,332,329,328
1431,2488,1.143,1.842,1.355,136.82,274.32,292,277,304,316,302,335,329,333
1432,2488,1.142,1.843,1.356,137.08,274.62,294,277,305,316,301,335,328,332
1433,2481,1.143,1.842,1.356,137.51,274.76,293,277,304,317,300,332,329,329
1434,2487,1.142,1.842,1.356,137.18,274.39,292,277,305,317,302,336,326,332
1435,2485,1.141,1.842,1.355,137.42,274.61,293,276,306,316,301,335,329,329
1436,2485,1.142,1.842,1.357,137.62,274.59,292,278,305,316,301,336,325,332
1437,2483,1.141,1.843,1.356,137.82,275.03,292,276,306,316,300,335,327,331
1438,2484,1.140,1.844,1.357,137.63,275.46,293,274,305,318,302,335,329,328
1439,2487,1.139,1.844,1.358,137.57,275.40,293,276,305,318,302,335,326,332
1440,2482,1.139,1.844,1.359,137.77,276.18,294,278,307,313,297,334,328,331
1441,2485,1.139,1.846,1.358,137.48,276.25,291,275,306,318,302,334,328,331
1442,2487,1.138,1.844,1.358,137.35,276.32,294,275,305,318,301,334,329,331
1443,2483,1.138,1.845,1.358,137.86,276.68,292,278,305,315,302,335,327,329
1444,2483,1.138,1.845,1.359,137.86,276.61,293,277,302,316,301,336,327,331
1445,2480,1.138,1.845,1.359,137.87,277.60,292,276,305,317,301,336,323,330
1446,2482,1.138,1.846,1.360,137.60,277.95,294,276,306,315,298,336,328,329
1447,2484,1.136,1.845,1.359,137.24,278.39,292,275,306,316,301,335,329,330
1448,2482,1.135,1.844,1.360,137.21,278.79,292,276,306,317,303,332,326,330
1449,2480,1.136,1.843,1.357,137.26,278.74,293,277,305,316,299,331,327,332
1450,2482,1.138,1.842,1.358,136.89,279.10,293,275,306,313,300,334,327,334
1451,2477,1.137,1.842,1.357,137.08,279.67,292,277,303,315,300,332,324,334
1452,2474,1.138,1.843,1.357,137.23,280.38,292,274,304,314,302,332,327,329
1453,2483,1.139,1.844,1.356,136.71,279.30,292,276,305,318,302,334,325,331
1454,2478,1.141,1.846,1.356,137.24,279.93,293,278,300,316,299,335,327,330
1455,2483,1.141,1.845,1.356,137.40,279.31,294,278,301,317,300,335,326,332
1456,2477,1.143,1.845,1.357,137.70,279.94,292,276,304,319,298,332,327,329
1457,2470,1.142,1.846,1.358,138.11,281.17,290,275,302,313,299,333,327,331
1458,2474,1.143,1.845,1.359,138.04,280.66,292,276,305,312,297,336,328,328
1459,2479,1.142,1.845,1.359,137.84,279.57,293,275,305,315,302,331,328,330
1460,2477,1.142,1.845,1.359,137.96,280.28,293,275,303,315,299,336,324,332
1461,2486,1.145,1.845,1.359,137.62,279.18,294,273,307,317,299,336,329,331
1462,2486,1.145,1.845,1.359,137.35,279.67,292,277,304,317,301,336,329,330
1463,2488,1.144,1.845,1.359,137.19,279.87,294,277,304,319,301,335,327,331
1464,2488,1.145,1.845,1.357,137.17,279.97,293,275,305,319,303,333,327,333
1465,2482,1.143,1.844,1.357,137.41,279.90,294,277,306,313,303,331,327,331
1466,2482,1.143,1.845,1.356,137.21,280.25,293,277,306,313,300,334,328,331
1467,2482,1.143,1.845,1.357,137.24,280.50,292,278,304,317,297,336,328,330
1468,2483,1.142,1.845,1.356,137.18,280.33,292,277,305,315,299,336,327,332
1469,2484,1.144,1.846,1.355,137.39,280.09,292,278,307,317,298,335,325,332
1470,2489,1.142,1.846,1.357,137.29,280.23,293,276,306,318,301,335,326,334
1471,2484,1.140,1.846,1.358,137.52,280.32,294,276,303,314,303,335,326,333
1472,2486,1.139,1.847,1.359,137.39,280.07,293,278,305,313,302,334,329,332
1473,2486,1.139,1.846,1.358,137.64,279.49,293,278,304,317,302,334,325,333
1474,2484,1.139,1.846,1.356,137.58,279.97,291,277,305,318,301,333,327,332
1475,2487,1.138,1.847,1.357,137.37,279.88,294,278,303,318,301,334,327,332
1476,2476,1.139,1.846,1.357,137.92,281.10,293,274,303,316,300,334,327,329
1477,2484,1.137,1.845,1.359,137.52,279.81,293,276,305,317,300,334,328,331
1478,2487,1.137,1.845,1.359,137.24,279.63,292,278,306,317,301,334,329,330
1479,2487,1.137,1.846,1.358,137.26,279.25,293,276,303,316,303,335,328,333
1480,2485,1.137,1.846,1.358,137.61,279.03,292,277,303,315,302,335,329,332
1481,2488,1.137,1.847,1.357,137.55,279.26,294,277,305,315,300,336,329,332
1482,2493,1.138,1.847,1.359,137.33,278.44,294,278,306,317,303,335,328,332
1483,2493,1.138,1.848,1.359,137.26,278.76,293,278,307,316,303,336,328,332
1484,2493,1.140,1.849,1.359,137.16,279.19,294,276,304,319,302,336,329,333
1485,2492,1.139,1.849,1.359,136.93,279.45,294,278,306,318,300,335,329,332
1486,2490,1.140,1.849,1.362,136.91,280.36,294,277,306,316,302,336,328,331
1487,2492,1.139,1.847,1.363,136.90,280.42,294,278,306,318,301,335,328,332
1488,2488,1.138,1.848,1.361,136.98,280.82,294,278,304,316,300,334,329,333
1489,2485,1.137,1.849,1.363,137.25,281.04,293,277,304,317,300,336,327,331
1490,2483,1.136,1.849,1.366,137.18,281.31,293,278,305,314,301,334,326,332
1491,2476,1.135,1.850,1.366,137.69,282.13,291,276,303,315,299,332,329,331
1492,2479,1.134,1.849,1.365,137.53,281.90,293,277,303,317,300,331,327,331
1493,2476,1.133,1.849,1.363,137.86,281.28,293,275,302,316,298,333,326,333
1494,2481,1.134,1.851,1.362,137.69,281.01,293,277,306,314,300,334,328,329
1495,2483,1.134,1.851,1.362,137.70,280.84,291,278,306,315,298,333,328,334
1496,2483,1.133,1.851,1.361,137.55,281.26,292,276,305,317,302,335,328,328
1497,2482,1.132,1.851,1.361,137.65,280.95,291,278,304,315,301,336,326,331
1498,2486,1.134,1.851,1.362,137.46,279.60,290,278,306,318,301,336,328,329
1499,2485,1.134,1.851,1.362,137.52,279.33,291,276,306,316,302,332,329,333
1500,2483,1.132,1.852,1.362,137.73,278.96,292,277,305,314,301,332,328,334
1501,2485,1.131,1.851,1.362,137.65,279.20,291,276,306,319,303,331,327,332
1502,2483,1.133,1.849,1.361,137.79,279.67,289,278,305,316,301,335,326,333
1503,2487,1.133,1.850,1.362,137.58,279.92,292,277,307,316,302,336,327,330
1504,2484,1.132,1.851,1.363,137.66,280.62,293,276,306,316,299,336,328,330
1505,2486,1.130,1.852,1.363,137.78,280.74,292,277,306,315,301,335,327,333
1506,2484,1.131,1.850,1.363,138.01,281.43,293,278,302,317,298,336,328,332
1507,2487,1.130,1.850,1.365,137.73,281.27,293,277,307,318,299,334,327,332
1508,2485,1.131,1.849,1.365,137.86,281.83,292,278,305,317,300,335,326,332
1509,2480,1.132,1.849,1.364,138.19,282.01,291,278,306,313,302,336,325,329
1510,2477,1.131,1.850,1.364,138.34,281.80,293,275,303,314,300,334,327,331
1511,2482,1.132,1.849,1.363,138.04,281.27,293,278,306,315,299,333,326,332
1512,2482,1.133,1.849,1.364,138.00,281.45,293,275,305,316,302,335,325,331
1513,2487,1.131,1.850,1.363,137.68,281.41,293,277,306,315,302,334,329,331
1514,2487,1.132,1.849,1.363,137.47,281.43,294,277,305,316,302,335,327,331
1515,2486,1.133,1.849,1.364,137.60,282.01,292,277,305,316,301,336,328,331
1516,2485,1.135,1.848,1.364,137.80,282.00,293,277,306,316,301,334,327,331
1517,2479,1.136,1.848,1.362,138.02,282.56,293,276,303,318,300,334,325,330
1518,2483,1.137,1.848,1.361,137.65,282.64,293,276,305,318,299,333,327,332
1519,2481,1.137,1.847,1.362,137.55,282.10,292,277,305,316,301,331,327,332
1520,2484,1.136,1.847,1.363,137.24,281.96,292,278,304,314,301,335,327,333
1521,2479,1.138,1.847,1.363,137.54,281.42,290,275,305,315,301,334,327,332
1522,2479,1.140,1.847,1.364,137.48,282.07,292,275,306,316,302,332,327,329
1523,2476,1.140,1.848,1.364,137.68,282.50,292,278,303,310,301,333,327,332
1524,2477,1.140,1.848,1.365,137.47,282.16,290,278,301,317,300,334,327,330
1525,2482,1.141,1.848,1.366,137.37,280.96,289,277,305,318,301,336,326,330
1526,2480,1.140,1.849,1.367,137.35,281.06,292,277,305,317,298,333,327,331
1527,2481,1.139,1.850,1.369,137.37,280.73,290,277,305,316,301,333,327,332
1528,2481,1.139,1.850,1.369,137.47,280.29,293,276,301,316,299,335,328,333
1529,2478,1.139,1.851,1.369,137.75,279.91,291,276,303,316,302,333,327,330
1530,2483,1.141,1.851,1.370,137.49,279.53,293,276,305,316,299,336,326,332
1531,2483,1.141,1.853,1.370,137.46,279.95,291,277,304,316,300,334,329,332
1532,2485,1.141,1.854,1.370,137.50,279.78,291,276,305,319,301,334,328,331
1533,2483,1.143,1.853,1.370,137.63,280.25,291,278,300,317,303,336,327,331
1534,2476,1.142,1.854,1.370,137.99,280.35,292,275,304,313,301,332,327,332
1535,2486,1.143,1.853,1.370,137.53,279.61,294,274,306,319,302,332,328,331
1536,2491,1.142,1.853,1.368,137.42,279.18,294,278,304,319,299,336,328,333
1537,2486,1.141,1.853,1.369,137.74,279.34,293,276,304,316,300,335,329,333
1538,2482,1.142,1.853,1.371,137.87,279.92,293,277,302,315,303,336,325,331
1539,2486,1.143,1.852,1.371,137.79,279.78,293,274,304,319,301,335,327,333
1540,2484,1.144,1.852,1.373,137.99,279.85,292,277,305,316,301,332,328,333
1541,2480,1.143,1.851,1.374,138.11,280.43,291,277,307,315,301,333,326,330
1542,2486,1.144,1.850,1.375,138.02,279.42,293,278,305,317,302,334,326,331
1543,2484,1.144,1.850,1.376,138.01,278.87,292,277,305,315,302,335,328,330
1544,2484,1.143,1.849,1.377,138.33,279.04,292,278,306,316,301,334,326,331
1545,2482,1.145,1.849,1.378,138.44,278.69,293,278,303,316,302,335,324,331
1546,2489,1.146,1.848,1.380,138.09,278.29,293,277,306,318,301,332,329,333
1547,2489,1.147,1.849,1.381,138.33,278.56,291,277,305,318,302,334,328,334
1548,2492,1.146,1.850,1.380,138.14,278.15,292,277,307,318,301,336,328,333
1549,2487,1.147,1.848,1.379,138.44,279.10,293,278,306,318,300,335,326,331
1550,2486,1.146,1.848,1.381,138.21,279.90,294,277,303,319,301,334,327,331
1551,2487,1.146,1.848,1.381,138.07,280.46,291,278,307,316,302,334,327,332
1552,2487,1.147,1.848,1.381,137.95,280.28,294,276,306,316,302,336,326,331
1553,2487,1.149,1.847,1.381,137.69,279.26,292,277,305,318,300,335,328,332
1554,2484,1.147,1.849,1.381,137.77,278.96,292,276,305,317,302,336,328,328
1555,2480,1.148,1.849,1.383,138.08,279.63,288,276,304,316,302,333,328,333
1556,2478,1.147,1.848,1.383,138.14,280.50,293,275,301,316,303,331,329,330
1557,2480,1.148,1.848,1.383,137.78,280.37,293,277,305,314,302,333,327,329
1558,2483,1.148,1.848,1.384,137.50,280.37,292,276,303,316,301,335,329,331
1559,2486,1.149,1.850,1.383,137.48,279.57,293,278,304,317,301,331,329,333
1560,2483,1.150,1.851,1.382,137.74,280.42,293,277,303,317,301,336,328,328
1561,2484,1.150,1.852,1.382,137.78,280.02,293,276,302,315,301,335,329,333
1562,2488,1.150,1.852,1.382,137.82,279.24,293,278,304,315,302,335,329,332
1563,2486,1.150,1.853,1.382,137.74,279.98,293,277,304,316,302,333,329,332
1564,2486,1.150,1.851,1.382,137.79,279.31,292,278,305,316,301,334,328,332
1565,2485,1.149,1.852,1.381,137.60,279.55,290,276,305,316,301,335,328,334
1566,2485,1.150,1.852,1.381,137.65,280.11,293,277,304,314,300,335,329,333
1567,2489,1.147,1.851,1.382,137.44,279.52,294,278,304,317,303,333,328,332
1568,2487,1.149,1.850,1.382,137.56,278.61,294,277,304,317,302,334,329,330
1569,2490,1.150,1.849,1.381,137.26,277.59,294,278,306,316,303,334,327,332
1570,2491,1.150,1.848,1.383,137.15,277.93,294,277,304,318,303,336,328,331
1571,2489,1.150,1.848,1.382,137.28,278.55,292,277,306,318,303,335,328,330
1572,2484,1.150,1.848,1.384,137.52,278.90,294,278,306,313,302,335,326,330
1573,2484,1.149,1.848,1.386,137.35,279.47,294,278,303,316,301,332,328,332
1574,2486,1.150,1.848,1.387,137.37,278.44,293,276,306,315,300,336,328,332
1575,2487,1.149,1.847,1.386,136.97,278.34,293,276,305,317,303,335,325,333
1576,2484,1.150,1.847,1.386,136.82,279.20,291,276,304,317,303,335,328,330
1577,2487,1.149,1.846,1.385,136.54,278.90,292,276,304,317,302,336,329,331
1578,2485,1.148,1.846,1.385,136.75,279.60,293,277,305,318,301,335,326,330
1579,2482,1.149,1.847,1.386,137.02,279.73,292,275,304,314,302,336,328,331
1580,2479,1.149,1.847,1.387,136.92,280.26,291,276,306,316,302,334,324,330
1581,2476,1.149,1.848,1.388,137.00,280.63,289,275,304,314,302,335,325,332
1582,2475,1.149,1.848,1.387,136.82,280.68,293,274,306,313,300,334,328,327
1583,2472,1.149,1.848,1.387,137.13,280.60,289,276,303,314,299,333,325,333
1584,2475,1.148,1.848,1.387,137.01,280.67,293,273,302,316,299,335,326,331
1585,2475,1.147,1.849,1.386,137.14,280.00,292,274,307,313,299,334,323,333
1586,2472,1.145,1.849,1.386,137.35,280.32,291,273,303,315,298,334,328,330
1587,2478,1.145,1.849,1.388,137.33,279.65,292,275,304,315,302,333,326,331
1588,2481,1.146,1.851,1.390,137.38,279.20,292,276,304,317,302,331,327,332
1589,2480,1.145,1.851,1.389,137.38,279.31,294,277,302,318,300,330,328,331
1590,2482,1.144,1.850,1.390,137.36,279.56,293,277,306,314,301,334,326,331
1591,2483,1.144,1.851,1.391,137.32,279.63,294,276,304,317,299,334,329,330
1592,2480,1.144,1.851,1.391,137.42,279.10,293,277,305,318,302,332,324,329
1593,2479,1.147,1.850,1.390,137.49,279.54,292,275,302,316,302,333,327,332
1594,2484,1.149,1.850,1.391,137.16,278.92,294,275,303,319,300,335,327,331
1595,2485,1.150,1.849,1.391,137.02,279.50,294,278,303,318,301,335,327,329
1596,2478,1.150,1.848,1.391,137.39,279.98,293,275,303,319,298,332,328,330
1597,2478,1.150,1.848,1.390,137.34,280.13,291,277,304,316,302,336,324,328
1598,2489,1.151,1.848,1.392,136.79,279.35,294,277,306,317,299,335,327,334
1599,2486,1.152,1.848,1.390,136.95,279.70,293,278,306,318,300,334,327,330
1600,2483,1.152,1.848,1.391,137.13,279.43,292,277,305,315,303,335,325,331
1601,2480,1.151,1.848,1.393,137.22,279.75,294,278,305,315,301,334,324,329
1602,2483,1.152,1.849,1.396,137.19,279.75,293,276,305,316,300,336,325,332
1603,2483,1.152,1.850,1.397,137.28,279.74,293,275,306,316,301,335,326,331
1604,2484,1.150,1.849,1.397,137.29,279.10,293,278,305,318,300,333,327,330
1605,2487,1.150,1.850,1.396,137.12,278.38,294,278,304,316,302,336,327,330
1606,2482,1.150,1.851,1.397,137.47,278.74,292,277,303,314,303,335,326,332
1607,2486,1.149,1.851,1.399,137.22,278.38,294,277,304,318,303,334,327,329
1608,2476,1.150,1.851,1.400,137.72,279.34,293,275,304,317,302,334,325,326
1609,2477,1.151,1.851,1.400,137.56,279.64,291,275,303,317,299,333,328,331
1610,2478,1.151,1.852,1.402,137.53,278.02,291,275,300,316,302,336,327,331
1611,2481,1.152,1.851,1.403,137.51,277.27,289,277,305,315,300,334,327,334
1612,2481,1.153,1.851,1.404,137.53,276.44,291,277,305,315,302,335,327,329
1613,2488,1.151,1.851,1.406,137.46,274.81,293,276,306,318,303,335,325,332
1614,2488,1.151,1.851,1.407,137.36,275.39,293,278,305,317,301,336,328,330
1615,2490,1.152,1.850,1.408,137.18,275.64,293,278,306,316,302,335,327,333
1616,2489,1.152,1.850,1.408,137.13,274.82,292,277,305,318,301,335,328,333
1617,2490,1.151,1.849,1.408,136.96,275.10,294,276,307,316,301,335,329,332
1618,2481,1.150,1.850,1.408,137.32,276.24,293,276,304,315,303,334,327,329
1619,2484,1.151,1.850,1.408,137.33,275.46,294,278,304,313,302,333,328,332
1620,2485,1.149,1.851,1.408,137.12,274.64,292,277,307,315,301,336,326,331
1621,2488,1.149,1.850,1.408,136.92,274.49,292,278,305,317,303,334,327,332
1622,2484,1.149,1.850,1.409,137.15,274.92,293,276,303,316,301,334,329,332
1623,2483,1.148,1.850,1.409,137.15,273.84,292,278,306,315,299,333,328,332
1624,2485,1.147,1.851,1.410,137.28,273.13,291,277,305,319,302,334,328,329
1625,2485,1.147,1.852,1.412,137.16,273.32,291,277,305,317,299,335,329,332
1626,2483,1.148,1.852,1.411,137.15,273.42,293,275,306,315,302,334,328,330
1627,2485,1.148,1.851,1.411,137.08,273.42,292,278,306,316,303,334,324,332
1628,2481,1.146,1.853,1.410,137.28,273.75,294,277,305,317,300,333,325,330
1629,2486,1.147,1.852,1.410,137.25,273.11,292,277,302,318,301,336,328,332
1630,2486,1.147,1.852,1.411,137.38,272.42,292,277,307,313,302,335,328,332
1631,2485,1.147,1.851,1.411,137.36,272.46,293,276,305,318,303,330,329,331
1632,2484,1.146,1.851,1.410,137.42,272.64,292,275,304,318,301,334,328,332
1633,2487,1.145,1.851,1.409,137.11,272.09,294,277,305,317,302,333,328,331
1634,2489,1.147,1.851,1.408,136.89,272.03,292,278,306,315,301,336,329,332
1635,2494,1.146,1.851,1.407,136.78,271.49,293,278,307,316,303,336,329,332
1636,2488,1.147,1.850,1.407,137.11,272.57,293,278,305,317,301,336,329,329
1637,2488,1.148,1.849,1.406,137.18,272.93,293,278,306,316,300,335,328,332
1638,2489,1.147,1.850,1.407,137.05,273.39,294,277,305,316,302,335,328,332
1639,2487,1.146,1.851,1.406,136.96,274.17,291,277,307,316,303,333,329,331
1640,2485,1.147,1.850,1.407,137.07,274.11,293,276,305,316,300,336,328,331
1641,2485,1.147,1.850,1.408,137.07,273.42,292,275,304,317,303,335,327,332
1642,2485,1.146,1.851,1.408,137.01,273.57,293,277,305,317,298,335,328,332
1643,2485,1.147,1.852,1.408,136.97,274.19,292,278,304,318,301,334,327,331
1644,2487,1.147,1.852,1.408,137.08,274.13,293,277,304,319,302,332,327,333
1645,2488,1.146,1.851,1.408,136.78,274.37,294,276,306,317,302,335,326,332
1646,2486,1.144,1.851,1.409,136.86,273.59,292,277,304,316,303,335,328,331
1647,2486,1.143,1.850,1.408,137.03,273.40,292,277,305,317,302,335,326,332
1648,2483,1.143,1.850,1.408,137.16,273.79,294,278,305,316,301,334,326,329
1649,2489,1.143,1.851,1.408,137.00,273.61,294,278,306,314,303,335,327,332
1650,2490,1.143,1.850,1.409,137.03,274.20,292,275,305,318,303,335,329,333
1651,2488,1.141,1.851,1.409,137.23,274.32,291,278,305,318,303,336,327,330
1652,2492,1.140,1.850,1.409,137.15,274.39,293,276,307,319,303,333,327,334
1653,2488,1.140,1.850,1.409,137.25,275.15,293,278,303,318,302,335,327,332
1654,2489,1.140,1.850,1.410,136.97,275.38,294,274,306,318,303,334,328,332
1655,2486,1.140,1.851,1.410,137.25,275.53,293,276,303,319,302,334,326,333
1656,2485,1.141,1.851,1.410,137.12,275.67,292,275,304,318,301,334,329,332
1657,2491,1.140,1.852,1.410,136.76,275.13,294,278,307,315,301,335,329,332
1658,2489,1.141,1.851,1.408,136.95,275.52,293,277,304,318,303,335,328,331
1659,2478,1.142,1.852,1.408,137.48,276.25,292,275,304,316,299,336,326,330
1660,2485,1.142,1.853,1.410,137.10,275.77,294,276,306,318,298,333,327,333
1661,2483,1.141,1.854,1.411,137.42,276.52,292,277,306,316,299,336,327,330
1662,2483,1.141,1.853,1.410,137.27,276.93,292,275,303,318,301,334,328,332
1663,2479,1.140,1.853,1.411,137.66,277.31,292,277,304,315,301,333,328,329
1664,2481,1.140,1.853,1.409,137.68,277.71,292,276,303,315,300,335,329,331
1665,2487,1.139,1.853,1.409,137.17,277.65,292,276,306,315,301,336,328,333
1666,2486,1.139,1.854,1.409,137.02,277.72,291,277,304,318,303,335,328,330
1667,2484,1.138,1.853,1.408,136.99,278.25,293,278,304,316,299,335,328,331
1668,2483,1.140,1.853,1.408,136.92,278.95,292,277,304,318,302,333,326,331
1669,2482,1.137,1.853,1.408,136.85,279.38,293,276,306,316,301,335,325,330
1670,2483,1.137,1.852,1.409,136.67,279.01,292,277,305,319,296,334,328,332
1671,2483,1.136,1.852,1.409,136.47,277.08,293,274,303,317,301,335,327,333
